Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2002,30,WAS,Washington Wizards,Michael Jordan,38.0,60.0,2093.0,0.42,0.43,0.19,0.42,0.79,0.47,0.25,0.04,94.0,91.0,53.0,88.0,105.0,90.0,86.0,22.0,-151.4,-155.2
2002,30,WAS,Washington Wizards,Richard Hamilton,23.0,63.0,2203.0,0.44,0.44,0.38,0.44,0.89,0.51,0.31,0.04,98.0,94.0,108.0,93.0,118.0,98.0,106.0,21.0,-74.4,-22.3
2002,30,WAS,Washington Wizards,Chris Whitney,30.0,82.0,2171.0,0.42,0.43,0.41,0.52,0.88,0.57,0.27,0.49,94.0,92.0,115.0,108.0,117.0,109.0,91.0,271.0,53.0,70.3
2002,30,WAS,Washington Wizards,Tyronn Lue,24.0,71.0,1458.0,0.43,0.42,0.45,0.49,0.76,0.51,0.12,0.27,96.0,90.0,126.0,102.0,101.0,97.0,41.0,149.0,10.8,-14.9
2002,30,WAS,Washington Wizards,Popeye Jones,31.0,79.0,1920.0,0.44,0.44,0.36,0.44,0.82,0.49,0.26,0.02,98.0,94.0,103.0,92.0,108.0,94.0,87.0,12.0,-36.8,-34.1
2002,30,WAS,Washington Wizards,Courtney Alexander,24.0,56.0,1325.0,0.47,0.48,0.28,0.48,0.81,0.52,0.26,0.04,106.0,103.0,79.0,100.0,108.0,100.0,87.0,21.0,-1.3,0.4
2002,30,WAS,Washington Wizards,Tyrone Nesby,26.0,70.0,1498.0,0.44,0.46,0.28,0.45,0.69,0.48,0.22,0.11,98.0,98.0,78.0,94.0,91.0,92.0,75.0,62.0,-22.7,-37.7
2002,30,WAS,Washington Wizards,Christian Laettner,32.0,57.0,1441.0,0.46,0.47,0.2,0.47,0.87,0.51,0.21,0.03,104.0,101.0,57.0,98.0,115.0,98.0,72.0,15.0,-7.4,-7.5
2002,30,WAS,Washington Wizards,Jahidi White,25.0,71.0,1346.0,0.54,0.54,,0.54,0.54,0.55,0.55,0.0,121.0,116.0,,113.0,72.0,106.0,188.0,,33.8,22.2
2002,30,WAS,Washington Wizards,Hubert Davis,31.0,51.0,1231.0,0.45,0.44,0.45,0.54,0.76,0.54,0.06,0.39,101.0,96.0,128.0,112.0,101.0,105.0,22.0,213.0,37.9,16.2
2002,30,WAS,Washington Wizards,Brendan Haywood,22.0,62.0,1266.0,0.49,0.49,,0.49,0.61,0.54,0.72,0.0,111.0,106.0,,103.0,81.0,104.0,247.0,,7.1,11.8
2002,30,WAS,Washington Wizards,Kwame Brown,19.0,57.0,817.0,0.39,0.39,0.0,0.39,0.71,0.45,0.41,0.0,87.0,83.0,,81.0,94.0,87.0,139.0,2.0,-43.9,-40.2
2002,30,WAS,Washington Wizards,Etan Thomas,23.0,47.0,618.0,0.54,0.54,,0.54,0.55,0.55,0.49,0.0,121.0,115.0,,112.0,74.0,106.0,167.0,,17.9,12.0
2002,30,WAS,Washington Wizards,Bobby Simmons,21.0,30.0,343.0,0.45,0.48,0.29,0.47,0.73,0.52,0.32,0.15,102.0,103.0,81.0,99.0,97.0,99.0,108.0,81.0,-0.7,-0.6
2002,30,WAS,Washington Wizards,Team,,,,0.44,0.45,0.39,0.46,0.76,0.51,0.28,0.12,99.0,96.0,110.0,97.0,102.0,98.0,96.0,65.0,-178.2,-179.8
2002,30,WAS,Washington Wizards,League Average,,,,0.44,0.46,0.35,0.48,0.75,0.52,0.29,0.18,,,,,,,,,,
