Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2014,7,845,DAL,Dallas Mavericks,26.0,NBA,SG,2.0,0.0,14.0,7.5,22.4,0.33,7.5,22.4,0.33,0.0,0.0,,7.5,7.5,1.0,0.0,7.5,7.5,7.5,0.0,0.0,7.5,3.7,29.8,,102.0,116.0
2018,16,845,MIA,Miami Heat,30.0,NBA,SG,5.0,0.0,101.0,5.7,16.6,0.34,5.7,14.2,0.4,0.0,2.4,0.0,1.4,1.4,1.0,0.5,3.3,3.8,1.4,0.9,0.9,1.4,4.3,18.5,,101.0,118.0
2019,9,845,DET,Detroit Pistons,31.0,NBA,SG,4.0,4.0,131.0,4.0,12.7,0.31,2.5,8.0,0.32,1.4,4.7,0.31,0.7,0.7,1.0,1.1,4.3,5.4,1.8,1.1,0.0,0.7,1.4,11.2,,91.0,123.0
