SEASON,TEAM ID,TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
1995,27,SAS,62,20,.756,—,106.6,100.6,5.90
1995,29,UTA,60,22,.732,2.0,106.4,98.4,7.76
1995,11,HOU,47,35,.573,15.0,103.5,101.4,2.32
1995,8,DEN,41,41,.500,21.0,101.3,100.5,0.96
1995,7,DAL,36,46,.439,26.0,103.2,106.1,-2.39
1995,18,MIN,21,61,.256,41.0,94.2,103.2,-8.22
1995,24,PHO,59,23,.720,—,110.6,106.8,3.86
1995,21,SEA,57,25,.695,2.0,110.4,102.2,7.91
1995,14,LAL,48,34,.585,11.0,105.1,105.3,-0.01
1995,25,POR,44,38,.537,15.0,103.1,99.2,3.80
1995,26,SAC,39,43,.476,20.0,98.2,99.2,-0.74
1995,10,GSW,26,56,.317,33.0,105.7,111.1,-4.90
1995,13,LAC,17,65,.207,42.0,96.7,105.8,-8.43
