Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,26,1140,SAC,Sacramento Kings,Kyle Guy,"August 11, 1997",22.0,NBA,SG,3,0,10,7.2,18.0,0.4,0.0,10.8,0.0,7.2,7.2,1.0,0.0,0.0,,0.0,3.6,3.6,3.6,0.0,0.0,0.0,3.6,14.4
2021,26,1140,SAC,Sacramento Kings,Kyle Guy,"August 11, 1997",23.0,NBA,PG,7,0,64,4.5,14.6,0.31,2.3,7.9,0.29,2.3,6.8,0.33,2.8,3.4,0.83,1.7,4.5,6.2,6.8,1.7,0.0,0.6,2.8,14.1
