Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
7,1298,Nate Hinton,"June 8, 1999",6,0,19,3,13,0.23,1,5,0.2,2,8,0.25,0.27,1,2,0.5,0,0,0,0,1,1,2,1,8,0
