Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
970,15,0.0,248.0,3.5,9.6,0.36,0.0,0.1,0,3.5,9.4,0.37,1.7,2.3,0.74,1.9,4.2,6.1,4.1,1.5,0.1,3.3,3.6,8.7
