Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,23,1529,PHI,Philadelphia 76Ers,26.0,NBA,PF,1.0,0.0,3.0,0.0,16.1,0.0,0.0,0.0,,0.0,16.1,0.0,16.1,64.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,16.1,,42.0,113.0
1985,31,1529,TOT,Total After Trade,27.0,NBA,"C,PF",31.0,4.0,667.0,4.8,9.1,0.53,0.0,0.0,,4.8,9.1,0.53,2.9,4.2,0.69,5.1,8.1,13.2,1.9,1.6,5.7,1.8,7.7,12.5,,117.0,99.0
1985,5,1529,CHI,Chicago Bulls,27.0,NBA,PF,3.0,0.0,29.0,3.3,6.7,0.5,0.0,0.0,,3.3,6.7,0.5,6.7,10.0,0.67,3.3,6.7,10.0,1.7,0.0,8.3,6.7,10.0,13.3,,86.0,106.0
1985,30,1529,WSB,Washington Bullets,27.0,NBA,C,28.0,4.0,638.0,4.9,9.2,0.53,0.0,0.0,,4.9,9.2,0.53,2.7,3.9,0.69,5.2,8.2,13.4,1.9,1.7,5.6,1.6,7.6,12.5,,119.0,99.0
1986,30,1529,WSB,Washington Bullets,28.0,NBA,C,81.0,58.0,1609.0,3.9,7.6,0.51,0.0,0.0,0.0,3.9,7.6,0.51,1.6,2.6,0.63,3.7,6.0,9.7,2.3,1.7,4.0,2.1,7.1,9.4,,105.0,103.0
1987,30,1529,WSB,Washington Bullets,29.0,NBA,PF,79.0,64.0,1609.0,3.5,7.4,0.47,0.0,0.0,0.0,3.5,7.4,0.48,1.4,2.3,0.63,4.3,6.3,10.6,2.4,2.0,4.9,2.3,7.5,8.5,,102.0,104.0
1988,30,1529,WSB,Washington Bullets,30.0,NBA,PF,69.0,49.0,1313.0,2.7,6.6,0.41,0.0,0.0,0.0,2.7,6.6,0.41,2.0,2.8,0.71,3.9,8.2,12.1,2.2,2.0,4.2,2.1,8.4,7.3,,99.0,102.0
1989,30,1529,WSB,Washington Bullets,31.0,NBA,C,53.0,45.0,1154.0,2.5,5.2,0.48,0.0,0.0,0.0,2.5,5.1,0.48,0.7,1.0,0.64,3.2,7.4,10.6,1.7,1.6,3.1,1.6,7.7,5.6,,102.0,105.0
1990,30,1529,WSB,Washington Bullets,32.0,NBA,C,81.0,81.0,2240.0,2.0,4.0,0.51,0.0,0.0,,2.0,4.0,0.51,1.5,2.3,0.65,3.1,7.7,10.9,3.0,1.1,4.2,1.6,6.4,5.5,,111.0,106.0
1991,30,1529,WSB,Washington Bullets,33.0,NBA,C,62.0,54.0,1499.0,2.2,4.1,0.54,0.0,0.0,,2.2,4.1,0.54,1.0,1.6,0.58,3.9,7.9,11.8,1.6,1.7,4.1,1.5,6.5,5.4,,110.0,104.0
1992,30,1529,WSB,Washington Bullets,34.0,NBA,C,75.0,32.0,1365.0,1.2,3.2,0.37,0.0,0.0,,1.2,3.2,0.37,0.7,1.4,0.5,3.8,7.6,11.4,2.2,1.5,3.3,1.4,7.7,3.1,,99.0,106.0
1993,30,1529,WSB,Washington Bullets,35.0,NBA,C,67.0,21.0,1206.0,1.3,2.6,0.52,0.0,0.0,0.0,1.3,2.5,0.53,0.9,1.5,0.58,3.5,7.7,11.3,1.7,1.5,3.1,1.5,5.9,3.6,,107.0,108.0
1994,9,1529,DET,Detroit Pistons,36.0,NBA,C,42.0,0.0,877.0,2.1,4.5,0.46,0.0,0.1,0.0,2.1,4.5,0.47,1.1,2.0,0.56,5.2,8.5,13.7,1.7,0.8,2.5,0.7,7.9,5.3,,123.0,109.0
1995,11,1529,HOU,Houston Rockets,37.0,NBA,PF,3.0,0.0,36.0,1.4,4.2,0.33,0.0,0.0,,1.4,4.2,0.33,1.4,2.8,0.5,2.8,7.1,9.9,0.0,0.0,1.4,0.0,11.3,4.2,,108.0,110.0
1996,11,1529,HOU,Houston Rockets,38.0,NBA,PF,46.0,0.0,297.0,1.0,3.3,0.32,0.0,0.0,,1.0,3.3,0.32,0.7,2.3,0.31,4.9,8.0,12.8,2.1,0.9,4.2,0.5,7.6,2.8,,114.0,105.0
1997,11,1529,HOU,Houston Rockets,39.0,NBA,PF,12.0,0.0,93.0,1.1,2.8,0.4,0.0,0.0,,1.1,2.8,0.4,0.0,0.0,,2.8,4.5,7.3,1.7,1.1,2.3,0.0,4.5,2.3,,136.0,106.0
1998,11,1529,HOU,Houston Rockets,40.0,NBA,PF,24.0,0.0,127.0,2.9,4.2,0.7,0.0,0.0,,2.9,4.2,0.7,0.4,0.8,0.5,5.0,5.0,10.0,2.1,0.4,2.5,1.7,9.1,6.2,,127.0,111.0
