Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1993,14,LAL,Los Angeles Lakers,A.C. Green,29,5,5,44.0,3.6,8.4,0.43,0.0,1.0,0.0,3.6,7.4,0.49,0.43,2.6,4.2,0.62,5.2,9.4,14.6,2.6,1.4,0.6,1.8,2.8,9.8
1993,14,LAL,Los Angeles Lakers,Sedale Threatt,31,5,5,41.0,7.8,17.8,0.44,0.6,2.6,0.23,7.2,15.2,0.47,0.46,1.8,2.4,0.75,0.6,2.8,3.4,8.0,2.6,0.2,2.4,3.8,18.0
1993,14,LAL,Los Angeles Lakers,Elden Campbell,24,5,5,35.6,5.8,13.8,0.42,0.0,0.0,,5.8,13.8,0.42,0.42,2.4,4.8,0.5,3.4,5.0,8.4,1.4,1.2,2.4,2.4,3.0,14.0
1993,14,LAL,Los Angeles Lakers,Byron Scott,31,5,5,35.4,4.2,8.4,0.5,1.6,3.0,0.53,2.6,5.4,0.48,0.6,3.6,4.6,0.78,0.0,2.2,2.2,1.8,1.0,0.0,0.8,2.2,13.6
1993,14,LAL,Los Angeles Lakers,Vlade Divac,24,5,5,33.4,7.4,14.8,0.5,0.8,1.8,0.44,6.6,13.0,0.51,0.53,2.4,4.4,0.55,3.4,6.0,9.4,5.6,1.2,2.4,2.2,4.4,18.0
1993,14,LAL,Los Angeles Lakers,James Worthy,31,5,0,29.6,6.4,17.2,0.37,0.4,1.6,0.25,6.0,15.6,0.38,0.38,0.6,1.0,0.6,1.4,2.0,3.4,2.6,1.0,0.0,1.4,2.2,13.8
1993,14,LAL,Los Angeles Lakers,Tony Smith,24,5,0,14.6,2.6,5.0,0.52,0.4,0.8,0.5,2.2,4.2,0.52,0.56,1.2,1.8,0.67,1.0,0.6,1.6,0.4,0.2,0.2,0.6,2.8,6.8
1993,14,LAL,Los Angeles Lakers,Doug Christie,22,5,0,7.8,0.8,2.2,0.36,0.2,0.6,0.33,0.6,1.6,0.38,0.41,0.0,0.0,,0.2,0.6,0.8,1.2,0.4,0.4,0.8,1.0,1.8
1993,14,LAL,Los Angeles Lakers,James Edwards,37,3,0,4.7,1.0,1.3,0.75,0.0,0.0,,1.0,1.3,0.75,0.75,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.7,2.0
1993,14,LAL,Los Angeles Lakers,Duane Cooper,23,2,0,2.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
