Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2007,18,952,MIN,Minnesota Timberwolves,23.0,NBA,PG,82.0,1879.0,14.0,0.54,0.27,0.28,3.2,10.5,6.9,20.9,1.5,0.9,16.4,22.9,,1.0,1.3,2.3,0.06,,-0.3,-0.6,-1.0,0.5
2008,18,952,MIN,Minnesota Timberwolves,24.0,NBA,PG,39.0,1259.0,12.7,0.52,0.32,0.14,1.2,10.9,5.9,20.9,1.5,0.2,13.9,20.4,,0.7,0.4,1.1,0.04,,-0.6,-1.6,-2.2,-0.1
2009,18,952,MIN,Minnesota Timberwolves,25.0,NBA,SG,70.0,2494.0,13.7,0.52,0.31,0.28,1.5,8.8,5.0,20.5,1.5,0.8,12.0,22.6,,2.0,1.1,3.1,0.06,,0.1,-0.9,-0.8,0.8
2010,30,952,WAS,Washington Wizards,26.0,NBA,PG,70.0,1667.0,13.2,0.52,0.29,0.23,1.1,8.0,4.5,22.6,1.0,0.5,12.1,21.1,,1.6,0.7,2.2,0.06,,0.0,-1.2,-1.2,0.3
2011,13,952,LAC,Los Angeles Clippers,27.0,NBA,SG,63.0,1551.0,11.4,0.52,0.41,0.28,1.0,6.7,3.9,17.5,1.6,1.1,13.7,19.9,,0.9,0.8,1.7,0.05,,-1.1,-0.7,-1.8,0.1
2012,13,952,LAC,Los Angeles Clippers,28.0,NBA,SG,65.0,1682.0,13.5,0.52,0.51,0.13,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,,2.4,0.8,3.2,0.09,,1.1,-0.9,0.2,0.9
2013,29,952,UTA,Utah Jazz,29.0,NBA,SG,82.0,2249.0,11.7,0.55,0.59,0.2,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,,2.8,0.9,3.7,0.08,,0.1,-0.7,-0.6,0.8
2014,8,952,DEN,Denver Nuggets,30.0,NBA,SG,81.0,2485.0,13.3,0.56,0.57,0.21,1.6,8.5,5.0,17.7,1.3,1.2,13.2,18.8,,3.3,1.3,4.6,0.09,,0.9,-0.3,0.5,1.6
2015,8,952,DEN,Denver Nuggets,31.0,NBA,SG,50.0,1087.0,11.0,0.51,0.65,0.14,0.9,7.8,4.2,17.0,1.6,0.8,12.3,19.3,,0.6,0.4,1.0,0.04,,-0.3,-0.9,-1.2,0.2
2016,31,952,TOT,Total After Trade,32.0,NBA,SG,81.0,1642.0,7.6,0.46,0.52,0.15,1.6,8.8,5.2,14.1,1.2,1.4,14.3,15.9,,-0.4,0.9,0.4,0.01,,-2.7,-0.5,-3.3,-0.5
2016,8,952,DEN,Denver Nuggets,32.0,NBA,SG,54.0,1070.0,7.8,0.46,0.51,0.14,1.6,9.4,5.4,15.6,1.2,1.2,14.1,16.8,,-0.5,0.4,0.0,-0.0,,-3.0,-0.8,-3.7,-0.5
2016,21,952,OKC,Oklahoma City Thunder,32.0,NBA,SG,27.0,572.0,7.1,0.47,0.54,0.18,1.6,7.8,4.9,11.3,1.1,1.7,14.8,14.1,,0.0,0.4,0.4,0.04,,-2.2,-0.1,-2.3,0.0
2017,3,952,BRK,Brooklyn Nets,33.0,NBA,SG,69.0,1284.0,7.3,0.51,0.62,0.19,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,,-0.6,0.7,0.2,0.01,,-3.7,-0.7,-4.4,-0.8
