PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Kevin Durant,23.0,66.0,2546.0,0.496,0.535,0.387,0.547,0.86,0.61,0.386,0.265,111.0,112.0,111.0,112.0,114.0,116.0,140.0,117.0,155.0,250.3
Russell Westbrook,23.0,66.0,2331.0,0.457,0.48200000000000004,0.316,0.48100000000000004,0.823,0.5379999999999999,0.326,0.155,102.0,101.0,91.0,99.0,109.0,102.0,118.0,69.0,-15.8,31.8
James Harden,22.0,62.0,1946.0,0.491,0.579,0.39,0.5820000000000001,0.846,0.66,0.5870000000000001,0.46399999999999997,110.0,121.0,112.0,119.0,112.0,125.0,213.0,206.0,119.0,209.7
Serge Ibaka,22.0,66.0,1792.0,0.535,0.536,0.33299999999999996,0.536,0.6609999999999999,0.556,0.24100000000000002,0.006,119.0,112.0,96.0,110.0,88.0,106.0,87.0,3.0,47.4,31.7
Kendrick Perkins,27.0,65.0,1744.0,0.488,0.488,,0.489,0.652,0.528,0.42700000000000005,0.0,109.0,102.0,,100.0,87.0,100.0,155.0,,0.7,0.8
Daequan Cook,24.0,57.0,989.0,0.368,0.441,0.34600000000000003,0.502,0.636,0.509,0.07400000000000001,0.77,82.0,93.0,99.0,103.0,85.0,97.0,27.0,341.0,8.5,-11.3
Nick Collison,31.0,63.0,1307.0,0.597,0.6,0.0,0.597,0.71,0.622,0.308,0.005,133.0,126.0,,123.0,94.0,118.0,112.0,2.0,44.1,43.3
Thabo Sefolosha,27.0,42.0,914.0,0.43200000000000005,0.429,0.43700000000000006,0.532,0.884,0.584,0.27699999999999997,0.45799999999999996,97.0,90.0,125.0,109.0,117.0,111.0,101.0,203.0,13.9,19.7
Nazr Mohammed,34.0,63.0,692.0,0.46799999999999997,0.47,0.0,0.467,0.565,0.47700000000000004,0.136,0.006,104.0,99.0,,96.0,75.0,91.0,49.0,3.0,-6.7,-17.8
Reggie Jackson,21.0,45.0,501.0,0.321,0.392,0.21,0.36200000000000004,0.862,0.40700000000000003,0.182,0.39,72.0,82.0,60.0,74.0,115.0,77.0,66.0,173.0,-40.0,-41.1
Derek Fisher,37.0,20.0,407.0,0.34299999999999997,0.35600000000000004,0.314,0.39399999999999996,0.929,0.429,0.13,0.324,76.0,75.0,90.0,81.0,123.0,81.0,47.0,144.0,-20.3,-22.3
Royal Ivey,30.0,34.0,354.0,0.35600000000000004,0.4,0.34,0.479,0.125,0.46399999999999997,0.11,0.726,80.0,84.0,97.0,98.0,17.0,88.0,40.0,322.0,-1.1,-9.7
Cole Aldrich,23.0,26.0,173.0,0.524,0.524,,0.524,0.929,0.5920000000000001,0.33299999999999996,0.0,117.0,110.0,,107.0,123.0,112.0,121.0,,3.1,6.2
Eric Maynor,24.0,9.0,137.0,0.359,0.364,0.353,0.436,1.0,0.466,0.10300000000000001,0.436,80.0,76.0,101.0,89.0,133.0,88.0,37.0,193.0,-4.0,-5.0
Lazar Hayward,25.0,26.0,141.0,0.342,0.375,0.28600000000000003,0.395,0.583,0.42700000000000005,0.316,0.368,76.0,79.0,82.0,81.0,78.0,81.0,114.0,163.0,-7.0,-8.6
Ryan Reid,25.0,5.0,17.0,0.8,0.8,,0.8,,0.8,0.0,0.0,179.0,168.0,,164.0,,152.0,,,3.1,2.7
Team,,,,0.474,0.512,0.36,0.519,0.805,0.57,0.33799999999999997,0.25,106.0,107.0,103.0,106.0,107.0,108.0,122.0,111.0,320.1,502.9
League Average,,,,0.44799999999999995,0.47700000000000004,0.349,0.48700000000000004,0.752,0.527,0.276,0.226,,,,,,,,,,
