PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Shareef Abdur-Rahim,20,80,2802,17.4,0.518,0.022000000000000002,0.428,8.8,14.2,11.5,12.1,1.5,2.2,13.5,27.6,,1.7,1.2,2.9,0.049,,0.3,-2.1,-1.8,0.2
Bryant Reeves,23,75,2777,14.4,0.523,0.011000000000000001,0.3,7.2,18.5,12.8,10.8,0.6,1.8,13.1,22.3,,1.4,1.0,2.4,0.042,,-1.8,-2.2,-4.0,-1.4
Anthony Peeler,27,72,2291,13.8,0.48700000000000004,0.33899999999999997,0.132,2.7,9.9,6.3,20.8,2.5,0.6,12.8,24.9,,-0.3,0.8,0.6,0.012,,-0.4,-1.4,-1.8,0.1
Lee Mayberry,26,80,1952,10.2,0.525,0.597,0.124,1.7,6.3,4.0,26.5,1.7,0.3,18.7,11.4,,1.7,-0.1,1.6,0.04,,-2.0,-1.5,-3.5,-0.7
Greg Anthony,29,65,1863,16.6,0.526,0.469,0.35100000000000003,1.5,10.0,5.7,36.1,3.8,0.2,18.1,17.8,,2.3,1.2,3.5,0.09,,0.9,0.5,1.5,1.6
Roy Rogers,23,82,1848,12.6,0.518,0.002,0.195,8.6,15.7,12.1,4.3,0.6,6.7,14.1,15.3,,0.3,1.1,1.4,0.037000000000000005,,-3.4,-0.3,-3.7,-0.8
Blue Edwards,31,61,1439,10.0,0.47200000000000003,0.19399999999999998,0.23800000000000002,3.9,11.5,7.6,13.5,1.4,1.1,13.8,18.9,,-0.4,0.3,-0.1,-0.003,,-3.2,-1.6,-4.8,-1.0
Lawrence Moten,24,67,1214,11.4,0.461,0.32,0.22399999999999998,4.1,7.4,5.7,18.6,2.1,1.5,14.3,21.6,,-0.7,0.3,-0.4,-0.017,,-1.6,-1.4,-3.0,-0.3
George Lynch,26,41,1059,15.4,0.512,0.107,0.33299999999999996,10.6,18.1,14.3,12.3,3.2,1.2,16.1,17.4,,0.5,1.0,1.5,0.07,,-1.1,0.1,-1.0,0.3
Chris Robinson,22,41,681,9.4,0.486,0.489,0.14300000000000002,3.9,8.3,6.1,15.6,2.2,1.0,14.9,15.5,,0.0,0.2,0.2,0.017,,-2.8,-0.6,-3.3,-0.2
Pete Chilcutt,28,54,662,14.5,0.521,0.418,0.133,11.6,15.8,13.7,11.8,2.1,2.0,13.8,14.2,,0.7,0.4,1.1,0.08,,0.7,-0.5,0.2,0.4
Aaron Williams,25,32,553,16.4,0.599,0.006999999999999999,0.34299999999999997,12.4,16.6,14.5,4.8,1.6,3.6,14.5,16.2,,0.8,0.4,1.2,0.10400000000000001,,-0.9,-0.7,-1.6,0.1
Eric Mobley,26,28,307,6.3,0.47200000000000003,0.0,0.47600000000000003,11.2,10.7,11.0,7.3,0.9,2.5,27.6,15.9,,-0.4,0.0,-0.4,-0.063,,-6.5,-1.9,-8.4,-0.5
Rich Manning,26,16,128,7.7,0.42700000000000005,0.063,0.16699999999999998,7.2,13.8,10.4,2.7,1.3,0.6,8.8,20.5,,-0.1,0.0,-0.1,-0.033,,-5.1,-3.0,-8.1,-0.2
Eric Leckner,30,19,115,6.3,0.48200000000000004,0.0,0.4,5.0,30.7,17.7,5.9,1.4,1.3,22.1,18.3,,-0.2,0.1,-0.1,-0.026000000000000002,,-9.6,-0.7,-10.3,-0.3
Moochie Norris,23,8,89,8.2,0.248,0.455,0.22699999999999998,3.9,11.9,7.8,38.7,2.4,0.0,17.1,15.2,,-0.2,0.0,-0.1,-0.066,,-3.9,-1.9,-5.9,-0.1
