Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1994,27,SAS,San Antonio Spurs,David Robinson,28,4,4,146,11.3,27.5,0.41,0.0,0.4,0.0,11.3,27.1,0.42,7.5,10.2,0.74,4.9,10.2,15.1,5.3,1.1,3.8,3.4,5.3,30.1,,104,106
1994,27,SAS,San Antonio Spurs,Dale Ellis,33,4,4,114,8.2,20.7,0.4,2.4,8.2,0.29,5.8,12.5,0.46,1.4,2.4,0.6,1.4,3.4,4.8,0.5,1.4,0.0,1.9,2.9,20.3,,97,114
1994,27,SAS,San Antonio Spurs,Dennis Rodman,32,3,3,114,5.8,11.6,0.5,0.0,2.4,0.0,5.8,9.2,0.63,0.5,2.9,0.17,11.6,11.6,23.2,1.0,2.9,1.9,2.9,6.8,12.1,,102,103
1994,27,SAS,San Antonio Spurs,Negele Knight,26,4,0,108,6.6,20.9,0.32,0.0,1.5,0.0,6.6,19.4,0.34,5.6,6.1,0.92,1.5,1.5,3.1,6.1,1.5,0.0,3.6,4.6,18.8,,89,115
1994,27,SAS,San Antonio Spurs,Willie Anderson,27,4,4,106,7.3,19.2,0.38,0.5,0.5,1.0,6.7,18.7,0.36,2.1,3.6,0.57,1.6,2.6,4.2,6.2,2.6,1.0,2.1,3.6,17.1,,95,111
1994,27,SAS,San Antonio Spurs,Vinny Del Negro,27,4,4,93,7.1,16.0,0.44,1.2,2.4,0.5,5.9,13.6,0.44,1.8,3.0,0.6,0.6,3.5,4.1,10.6,0.6,0.0,3.5,3.5,17.2,,103,116
1994,27,SAS,San Antonio Spurs,Terry Cummings,32,4,1,72,8.4,16.8,0.5,0.0,0.0,,8.4,16.8,0.5,7.6,9.2,0.83,7.6,11.5,19.1,1.5,3.8,2.3,3.1,7.6,24.4,,119,101
1994,27,SAS,San Antonio Spurs,Lloyd Daniels,26,4,0,66,6.7,16.7,0.4,3.3,6.7,0.5,3.3,10.0,0.33,1.7,1.7,1.0,1.7,5.8,7.5,2.5,0.0,0.8,1.7,3.3,18.3,,112,114
1994,27,SAS,San Antonio Spurs,J.R. Reid,25,4,0,56,5.9,20.6,0.29,0.0,0.0,,5.9,20.6,0.29,2.9,4.9,0.6,2.9,8.8,11.8,2.9,1.0,2.0,1.0,9.8,14.7,,83,109
1994,27,SAS,San Antonio Spurs,Antoine Carr,32,3,0,37,7.4,16.4,0.46,0.0,0.0,,7.4,16.4,0.46,11.9,13.4,0.89,1.5,0.0,1.5,4.5,1.5,3.0,0.0,10.4,26.8,,143,113
1994,27,SAS,San Antonio Spurs,Sleepy Floyd,33,4,0,37,3.0,11.9,0.25,0.0,0.0,,3.0,11.9,0.25,3.0,5.9,0.5,0.0,1.5,1.5,1.5,0.0,0.0,5.9,4.5,8.9,,51,118
1994,27,SAS,San Antonio Spurs,Jack Haley,30,3,0,11,20.0,40.0,0.5,0.0,0.0,,20.0,40.0,0.5,25.0,30.0,0.83,15.0,20.0,35.0,10.0,0.0,0.0,0.0,15.0,65.0,,146,105
