Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,12,832,IND,Indiana Pacers,James Edwards,"November 22, 1955",24.0,NBA,C,82.0,,2314.0,10.5,20.5,0.51,0.0,0.0,0.0,10.5,20.5,0.51,4.6,6.7,0.68,3.6,7.9,11.5,2.5,1.1,2.1,2.6,6.4,25.6,,112.0,105.0
1981,12,832,IND,Indiana Pacers,James Edwards,"November 22, 1955",25.0,NBA,C,81.0,,2375.0,10.2,20.1,0.51,0.0,0.1,0.0,10.2,20.0,0.51,4.9,6.9,0.7,3.8,7.6,11.4,4.2,0.6,2.6,3.3,6.1,25.3,,111.0,105.0
1982,6,832,CLE,Cleveland Cavaliers,James Edwards,"November 22, 1955",26.0,NBA,C,77.0,75.0,2539.0,10.1,19.7,0.51,0.0,0.1,0.0,10.1,19.6,0.51,4.4,6.5,0.68,3.6,7.5,11.1,2.3,0.5,2.2,3.1,6.6,24.5,,108.0,111.0
1983,31,832,TOT,Total After Trade,James Edwards,"November 22, 1955",27.0,NBA,C,31.0,9.0,667.0,9.3,19.1,0.49,0.0,0.0,,9.3,19.1,0.49,5.0,7.8,0.64,4.1,7.2,11.2,2.9,0.9,1.4,3.6,8.0,23.6,,103.0,104.0
1983,6,832,CLE,Cleveland Cavaliers,James Edwards,"November 22, 1955",27.0,NBA,C,15.0,8.0,382.0,9.4,19.3,0.49,0.0,0.0,,9.4,19.3,0.49,4.9,7.9,0.62,4.8,7.6,12.4,1.7,0.9,1.8,3.9,7.9,23.7,,101.0,106.0
1983,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",27.0,NBA,C,16.0,1.0,285.0,9.1,18.7,0.49,0.0,0.0,,9.1,18.7,0.49,5.1,7.8,0.66,3.2,6.6,9.8,4.5,0.8,0.8,3.2,8.1,23.4,,106.0,102.0
1984,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",28.0,NBA,C,72.0,67.0,1897.0,10.9,20.4,0.54,0.0,0.0,0.0,10.9,20.4,0.54,4.6,6.3,0.72,2.7,6.0,8.7,4.6,0.6,0.7,3.5,6.3,26.4,,111.0,110.0
1985,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",29.0,NBA,C,70.0,58.0,1787.0,10.1,20.1,0.5,0.0,0.1,0.0,10.1,20.0,0.5,7.2,9.7,0.75,2.5,7.7,10.1,4.0,0.7,1.4,4.2,6.2,27.4,,106.0,107.0
1986,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",30.0,NBA,C,52.0,51.0,1314.0,11.1,20.5,0.54,0.0,0.0,,11.1,20.5,0.54,7.4,10.5,0.7,2.8,7.7,10.5,2.6,0.8,1.0,4.5,7.0,29.6,,108.0,108.0
1987,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",31.0,NBA,C,14.0,9.0,304.0,8.8,17.0,0.52,0.0,0.0,,8.8,17.0,0.52,8.4,10.8,0.77,3.1,6.2,9.3,2.9,0.9,1.1,2.3,6.5,26.0,,121.0,111.0
1988,31,832,TOT,Total After Trade,James Edwards,"November 22, 1955",32.0,NBA,C,69.0,44.0,1705.0,8.4,18.0,0.47,0.0,0.0,0.0,8.4,18.0,0.47,5.9,9.0,0.65,3.3,8.2,11.5,2.2,0.4,1.0,3.6,6.0,22.8,,101.0,111.0
1988,24,832,PHO,Phoenix Suns,James Edwards,"November 22, 1955",32.0,NBA,C,43.0,42.0,1377.0,8.7,18.7,0.47,0.0,0.0,0.0,8.7,18.6,0.47,5.7,9.0,0.64,3.3,8.2,11.5,2.5,0.5,1.1,3.7,5.5,23.2,,100.0,112.0
1988,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",32.0,NBA,C,26.0,2.0,328.0,7.1,15.0,0.48,0.0,0.0,,7.1,15.0,0.48,6.7,9.1,0.74,3.3,8.2,11.5,0.7,0.3,0.7,3.3,8.5,21.0,,107.0,106.0
1989,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",33.0,NBA,C,76.0,1.0,1254.0,8.5,16.9,0.5,0.0,0.1,0.0,8.5,16.8,0.5,5.3,7.8,0.69,2.7,6.5,9.3,2.0,0.4,1.2,2.9,9.1,22.2,,108.0,106.0
1990,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",34.0,NBA,C,82.0,70.0,2283.0,10.3,20.7,0.5,0.0,0.1,0.0,10.3,20.6,0.5,5.9,7.9,0.75,2.5,5.2,7.7,1.4,0.5,0.8,3.0,6.6,26.5,,109.0,106.0
1991,9,832,DET,Detroit Pistons,James Edwards,"November 22, 1955",35.0,NBA,C,72.0,70.0,1903.0,10.5,21.7,0.48,0.0,0.1,0.5,10.5,21.7,0.48,5.9,8.1,0.73,2.5,5.1,7.6,1.8,0.3,0.8,3.5,6.8,26.9,,105.0,108.0
1992,13,832,LAC,Los Angeles Clippers,James Edwards,"November 22, 1955",36.0,NBA,C,72.0,11.0,1437.0,8.7,18.6,0.46,0.0,0.0,0.0,8.7,18.6,0.47,6.9,9.4,0.73,1.9,5.1,7.0,1.8,0.8,1.1,2.5,8.2,24.2,,107.0,108.0
1993,14,832,LAL,Los Angeles Lakers,James Edwards,"November 22, 1955",37.0,NBA,C,52.0,0.0,617.0,9.9,21.8,0.45,0.0,0.0,,9.9,21.8,0.45,6.8,9.5,0.71,2.4,5.7,8.1,3.3,0.8,0.6,4.1,9.9,26.5,,99.0,112.0
