SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,21,SEA,Dale Ellis,28,8,8,304,72,160,0.45,15,37,0.4,57,123,0.46,0.5,24,33,0.73,14,18,32,10,11,1,21,19,183
1989,21,SEA,Derrick McKey,22,8,8,286,44,89,0.49,1,9,0.11,43,80,0.54,0.5,17,21,0.81,21,31,52,18,6,15,23,33,106
1989,21,SEA,Xavier McDaniel,25,8,8,281,58,144,0.4,3,9,0.33,55,135,0.41,0.41,31,41,0.76,24,43,67,22,2,5,22,30,150
1989,21,SEA,Sedale Threatt,27,8,1,201,39,82,0.48,1,4,0.25,38,78,0.49,0.48,17,20,0.85,3,10,13,49,17,0,11,22,96
1989,21,SEA,Nate McMillan,24,8,7,200,19,40,0.48,0,2,0.0,19,38,0.5,0.48,16,25,0.64,9,16,25,63,10,5,19,21,54
1989,21,SEA,Michael Cage,27,8,0,175,24,40,0.6,0,1,0.0,24,39,0.62,0.6,9,22,0.41,22,24,46,5,7,3,8,14,57
1989,21,SEA,Olden Polynice,24,8,0,162,25,41,0.61,0,0,,25,41,0.61,0.61,7,13,0.54,27,35,62,1,6,4,5,32,57
1989,21,SEA,Alton Lister,30,8,8,160,17,39,0.44,0,0,,17,39,0.44,0.44,22,26,0.85,13,25,38,2,2,21,9,28,56
1989,21,SEA,Russ Schoene,28,3,0,43,4,17,0.24,0,7,0.0,4,10,0.4,0.24,5,6,0.83,3,2,5,2,2,0,0,7,13
1989,21,SEA,Jerry Reynolds,26,4,0,40,7,22,0.32,1,4,0.25,6,18,0.33,0.34,7,10,0.7,1,4,5,1,2,6,4,6,22
1989,21,SEA,John Lucas,35,4,0,37,5,17,0.29,0,3,0.0,5,14,0.36,0.29,1,2,0.5,0,1,1,8,0,0,2,5,11
1989,21,SEA,Avery Johnson,23,6,0,31,5,12,0.42,0,4,0.0,5,8,0.62,0.42,1,2,0.5,2,2,4,5,4,0,0,1,11
