SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,2,BOS,Reggie Lewis,23,3,3,125,26,55,0.47,0,2,0.0,26,53,0.49,0.47,9,13,0.69,5,16,21,11,5,0,8,11,61
1989,2,BOS,Brian Shaw,22,3,3,124,22,43,0.51,0,1,0.0,22,42,0.52,0.51,7,9,0.78,2,15,17,19,3,0,6,11,51
1989,2,BOS,Kevin McHale,31,3,3,115,20,41,0.49,0,0,,20,41,0.49,0.49,17,23,0.74,7,17,24,9,1,2,4,13,57
1989,2,BOS,Robert Parish,35,3,3,112,20,44,0.46,0,0,,20,44,0.46,0.46,7,9,0.78,6,20,26,6,4,2,6,5,47
1989,2,BOS,Joe Kleine,27,3,0,65,6,11,0.55,0,1,0.0,6,10,0.6,0.55,7,9,0.78,4,13,17,2,0,1,6,9,19
1989,2,BOS,Dennis Johnson,34,3,1,59,4,15,0.27,0,0,,4,15,0.27,0.27,0,0,,2,2,4,9,3,0,3,8,8
1989,2,BOS,Ed Pinckney,25,3,0,45,3,12,0.25,0,0,,3,12,0.25,0.25,2,2,1.0,2,3,5,1,1,1,4,7,8
1989,2,BOS,Kevin Gamble,23,1,1,29,4,11,0.36,0,1,0.0,4,10,0.4,0.36,0,2,0.0,1,0,1,2,1,0,0,1,8
1989,2,BOS,Kelvin Upshaw,26,3,0,24,5,12,0.42,0,0,,5,12,0.42,0.42,0,0,,0,2,2,5,1,0,1,4,10
1989,2,BOS,Otis Birdsong,33,3,1,20,1,5,0.2,0,2,0.0,1,3,0.33,0.2,0,0,,0,2,2,1,1,1,3,3,2
1989,2,BOS,Mark Acres,26,2,0,2,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,0,0,0
