Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1983,2,BOS,Boston Celtics,Larry Bird,26,79,79,37.7,9.5,18.7,0.5,0.3,1.0,0.29,9.2,17.8,0.52,0.51,4.4,5.3,0.84,2.4,8.6,11.0,5.8,1.9,0.9,3.0,2.5,23.6
1983,2,BOS,Boston Celtics,Robert Parish,29,78,76,31.5,7.9,14.4,0.55,0.0,0.0,0.0,7.9,14.4,0.55,0.55,3.5,5.0,0.7,3.3,7.3,10.6,1.8,1.0,1.9,2.4,2.8,19.3
1983,2,BOS,Boston Celtics,Kevin McHale,25,82,13,28.6,5.9,10.9,0.54,0.0,0.0,0.0,5.9,10.9,0.54,0.54,2.4,3.3,0.72,2.6,4.1,6.7,1.3,0.4,2.3,1.9,2.9,14.1
1983,2,BOS,Boston Celtics,Cedric Maxwell,27,79,71,28.5,4.2,8.4,0.5,0.0,0.0,0.0,4.2,8.4,0.5,0.5,3.5,4.4,0.81,2.3,3.0,5.3,2.4,0.8,0.5,2.1,2.6,11.9
1983,2,BOS,Boston Celtics,Tiny Archibald,34,66,19,27.4,3.6,8.4,0.42,0.1,0.4,0.21,3.5,8.0,0.44,0.43,3.3,4.5,0.74,0.4,1.0,1.4,6.2,0.6,0.1,2.5,1.7,10.5
1983,2,BOS,Boston Celtics,Danny Ainge,23,80,76,25.6,4.5,9.0,0.5,0.1,0.4,0.17,4.4,8.6,0.51,0.5,0.9,1.2,0.74,1.0,1.6,2.7,3.1,1.4,0.1,1.2,3.2,9.9
1983,2,BOS,Boston Celtics,Quinn Buckner,28,72,56,21.7,3.4,7.8,0.44,0.0,0.1,0.0,3.4,7.7,0.44,0.44,1.0,1.6,0.63,0.9,1.7,2.6,3.8,1.5,0.1,2.2,2.7,7.9
1983,2,BOS,Boston Celtics,Gerald Henderson,27,82,9,18.9,3.5,7.5,0.46,0.0,0.2,0.19,3.5,7.3,0.47,0.46,1.2,1.6,0.72,0.7,0.8,1.5,2.4,1.2,0.0,1.6,2.3,8.2
1983,2,BOS,Boston Celtics,Rick Robey,27,59,6,14.5,1.7,3.6,0.47,0.0,0.0,,1.7,3.6,0.47,0.47,0.8,1.3,0.58,1.3,2.4,3.7,1.1,0.2,0.1,1.2,2.2,4.2
1983,2,BOS,Boston Celtics,Scott Wedman,30,40,0,12.6,2.4,5.1,0.46,0.0,0.3,0.1,2.3,4.9,0.48,0.46,0.5,0.8,0.67,0.7,1.1,1.9,0.8,0.5,0.2,0.8,2.1,5.2
1983,2,BOS,Boston Celtics,M.L. Carr,32,77,0,11.5,1.8,4.1,0.43,0.0,0.2,0.16,1.7,3.8,0.45,0.43,0.8,1.1,0.74,0.7,1.1,1.8,0.9,0.6,0.1,1.0,1.8,4.3
1983,2,BOS,Boston Celtics,Charles Bradley,23,51,5,10.4,1.4,3.5,0.39,0.0,0.1,0.0,1.4,3.4,0.4,0.39,0.9,1.8,0.51,0.6,0.9,1.5,0.5,0.6,0.5,0.8,1.6,3.6
1983,2,BOS,Boston Celtics,Darren Tillis,22,15,0,2.9,0.5,1.5,0.3,0.0,0.1,0.0,0.5,1.5,0.32,0.3,0.1,0.4,0.33,0.3,0.3,0.6,0.1,0.0,0.1,0.3,0.5,1.1
