Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1983,21,SEA,Seattle Supersonics,Gus Williams,29,80,80,34.5,8.3,17.3,0.48,0.0,0.5,0.05,8.2,16.8,0.49,0.48,3.5,4.6,0.75,0.9,1.7,2.6,8.0,2.3,0.3,2.9,1.5,20.0
1983,21,SEA,Seattle Supersonics,Jack Sikma,27,75,71,34.2,6.5,13.9,0.46,0.0,0.1,0.0,6.5,13.8,0.47,0.46,5.3,6.4,0.84,2.8,8.6,11.4,3.1,1.2,0.9,2.5,3.5,18.2
1983,21,SEA,Seattle Supersonics,Lonnie Shelton,27,82,79,31.4,5.3,11.2,0.48,0.0,0.1,0.17,5.3,11.1,0.48,0.48,1.7,2.3,0.75,1.9,4.1,6.0,2.9,0.9,0.9,2.1,3.8,12.4
1983,21,SEA,Seattle Supersonics,David Thompson,28,75,64,28.7,5.9,12.3,0.48,0.0,0.1,0.2,5.9,12.2,0.48,0.48,4.0,5.1,0.78,1.3,2.3,3.6,3.0,0.6,0.4,2.2,1.9,15.9
1983,21,SEA,Seattle Supersonics,Danny Vranes,24,82,73,25.0,2.8,5.2,0.53,0.0,0.0,0.0,2.8,5.2,0.53,0.53,1.4,2.5,0.55,2.2,3.0,5.2,1.5,0.6,0.6,1.2,3.1,6.9
1983,21,SEA,Seattle Supersonics,James Donaldson,25,82,11,21.8,3.5,6.0,0.58,0.0,0.0,,3.5,6.0,0.58,0.58,1.8,2.7,0.69,1.6,4.5,6.1,1.2,0.2,1.2,1.6,2.1,8.9
1983,21,SEA,Seattle Supersonics,Greg Kelser,25,80,9,18.8,3.1,5.6,0.55,0.0,0.0,0.0,3.1,5.6,0.55,0.55,2.2,3.2,0.67,2.0,3.1,5.0,1.2,0.7,0.4,1.9,3.0,8.3
1983,21,SEA,Seattle Supersonics,Fred Brown,34,80,1,17.9,4.6,8.9,0.52,0.2,0.4,0.44,4.5,8.5,0.52,0.53,0.7,0.9,0.81,0.4,0.8,1.2,3.0,0.7,0.2,1.4,1.2,10.2
1983,21,SEA,Seattle Supersonics,Steve Hawes,32,31,1,17.9,2.3,4.7,0.49,0.1,0.2,0.43,2.2,4.5,0.5,0.5,0.7,1.0,0.72,0.9,3.4,4.3,1.2,0.3,0.2,1.1,2.5,5.5
1983,21,SEA,Seattle Supersonics,Ray Tolbert,24,45,2,15.8,2.2,4.2,0.53,0.0,0.0,0.0,2.2,4.2,0.53,0.53,0.5,1.0,0.55,1.0,2.3,3.4,0.7,0.4,0.5,1.1,2.2,5.0
1983,21,SEA,Seattle Supersonics,Phil Smith,30,79,17,15.7,2.2,5.1,0.44,0.0,0.1,0.38,2.2,5.0,0.44,0.44,1.3,1.7,0.76,0.3,1.3,1.6,2.7,0.6,0.1,1.3,1.4,5.7
1983,21,SEA,Seattle Supersonics,Mark Radford,23,54,2,8.1,1.6,3.2,0.49,0.1,0.3,0.22,1.5,2.9,0.52,0.5,0.6,1.4,0.41,0.2,0.6,0.9,1.9,0.6,0.1,1.4,1.4,3.7
1983,21,SEA,Seattle Supersonics,John Greig,21,9,0,2.9,0.8,1.4,0.54,0.0,0.0,,0.8,1.4,0.54,0.54,0.6,0.7,0.83,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.4,2.1
