Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,2,2327,BOS,Boston Celtics,Vincent Poirier,"October 17, 1993",26.0,NBA,C,22.0,0.0,130.0,6.3,13.4,0.47,0.4,0.7,0.5,5.9,12.6,0.47,2.2,2.6,0.86,4.8,11.1,16.0,3.0,0.7,3.3,3.0,9.3,15.2,107.0,104.0
2021,23,2327,PHI,Philadelphia 76Ers,Vincent Poirier,"October 17, 1993",27.0,NBA,C,5.0,0.0,20.0,2.4,7.1,0.33,0.0,0.0,,2.4,7.1,0.33,4.8,9.5,0.5,4.8,4.8,9.5,2.4,0.0,4.8,4.8,4.8,9.5,83.0,110.0
