PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Dirk Nowitzki,29,5,211,26.3,0.588,0.198,0.5710000000000001,5.0,27.9,15.8,20.9,0.3,2.4,8.1,27.2,,0.8,0.0,0.9,0.196,,7.7,1.9,9.6,0.6
Jason Kidd,34,5,180,15.3,0.518,0.342,0.21100000000000002,4.7,15.7,9.9,33.2,2.1,0.8,17.8,13.0,,0.2,0.0,0.3,0.067,,1.0,1.2,2.2,0.2
Jason Terry,30,5,180,16.3,0.593,0.5329999999999999,0.25,0.6,4.6,2.5,25.9,0.6,0.4,7.0,18.4,,0.6,-0.1,0.4,0.113,,4.0,0.1,4.2,0.3
Josh Howard,27,5,171,7.7,0.38,0.139,0.34700000000000003,7.4,15.8,11.4,7.6,0.6,0.8,9.8,24.9,,-0.3,-0.1,-0.4,-0.10099999999999999,,-3.0,-3.0,-6.0,-0.2
Brandon Bass,22,5,133,22.1,0.617,0.027999999999999997,0.6940000000000001,15.9,12.4,14.2,2.8,1.2,1.6,6.0,17.4,,0.6,0.0,0.5,0.198,,4.3,-0.5,3.8,0.2
Jerry Stackhouse,33,5,102,4.1,0.386,0.316,0.132,4.1,13.8,8.7,10.9,0.5,0.0,14.8,21.4,,-0.2,-0.1,-0.3,-0.132,,-5.6,-3.0,-8.6,-0.2
Erick Dampier,32,5,95,6.9,0.42100000000000004,0.0,0.588,13.4,11.1,12.3,0.0,0.6,2.3,12.3,11.9,,0.0,0.0,0.0,-0.021,,-4.8,-2.2,-7.0,-0.1
Devean George,30,5,62,13.6,0.48,0.429,0.179,6.8,20.9,13.5,0.0,1.8,2.3,9.0,24.8,,0.0,0.0,0.0,-0.004,,-0.3,0.7,0.3,0.0
Eddie Jones,36,3,22,6.6,0.466,0.667,0.16699999999999998,0.0,16.0,7.6,8.0,2.5,0.0,13.4,15.7,,0.0,0.0,0.0,-0.025,,-4.2,1.2,-3.0,0.0
Malik Allen,29,3,18,-6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,,0.0,0.0,0.0,-0.10800000000000001,,-9.2,-2.8,-12.1,0.0
Juwan Howard,34,3,11,-9.1,0.133,0.0,2.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,15.8,,-0.1,0.0,-0.1,-0.292,,-11.5,-3.1,-14.7,0.0
Antoine Wright,23,1,7,-14.2,,,,0.0,16.8,8.0,0.0,0.0,0.0,100.0,13.2,,-0.1,0.0,-0.1,-0.48,,-11.8,-6.9,-18.7,0.0
J.J. Barea,23,1,5,71.7,1.0,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.1,,0.1,0.0,0.1,0.561,,41.3,11.5,52.8,0.1
Tyronn Lue,30,2,2,18.4,0.0,0.0,0.0,52.9,0.0,27.8,75.9,0.0,0.0,0.0,23.2,,0.0,0.0,0.0,-0.127,,9.5,-5.6,3.8,0.0
