PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Deron Williams,23,12,513,21.6,0.611,0.306,0.361,3.5,6.3,4.8,40.6,0.7,0.6,14.9,22.0,,1.9,0.0,1.9,0.182,,7.4,-0.8,6.5,1.1
Mehmet Okur,28,12,462,16.3,0.527,0.327,0.282,8.2,27.7,17.6,8.2,0.9,1.4,9.8,19.1,,0.7,0.4,1.2,0.121,,2.5,0.3,2.8,0.6
Carlos Boozer,26,12,441,13.8,0.462,0.0,0.306,10.6,28.5,19.2,13.3,0.7,0.4,14.8,25.1,,-0.1,0.4,0.3,0.028999999999999998,,-0.5,-1.4,-1.9,0.0
Andrei Kirilenko,26,12,387,13.7,0.51,0.193,0.307,4.3,8.0,6.1,12.5,2.5,4.3,12.2,17.3,,0.3,0.4,0.7,0.08199999999999999,,0.6,2.2,2.8,0.5
Ronnie Brewer,22,12,305,17.2,0.56,0.061,0.255,6.2,8.2,7.2,10.6,2.1,1.1,3.5,16.8,,0.8,0.2,1.0,0.154,,2.1,2.0,4.0,0.5
Kyle Korver,26,12,259,11.4,0.56,0.521,0.342,2.2,9.7,5.8,4.2,0.8,2.6,8.7,16.1,,0.4,0.1,0.5,0.092,,0.2,-0.1,0.1,0.1
Paul Millsap,22,12,210,15.8,0.527,0.016,0.40299999999999997,12.2,13.7,12.9,3.2,1.8,6.3,11.0,17.7,,0.2,0.2,0.5,0.10800000000000001,,-1.5,1.4,-0.1,0.1
Matt Harpring,31,12,209,11.9,0.504,0.048,0.556,9.1,9.7,9.4,6.1,1.8,1.6,12.3,19.4,,0.2,0.1,0.3,0.075,,-1.8,0.2,-1.6,0.0
Ronnie Price,24,12,68,15.7,0.449,0.452,0.419,1.6,5.3,3.4,26.7,4.8,2.4,14.0,28.5,,0.0,0.1,0.1,0.042,,1.0,2.8,3.8,0.1
C.J. Miles,20,7,26,8.2,0.429,0.5710000000000001,0.0,4.3,18.4,11.1,0.0,4.1,0.0,12.5,27.9,,-0.1,0.0,0.0,-0.055,,-3.7,0.5,-3.1,0.0
Jarron Collins,29,5,20,7.1,0.0,0.0,0.0,16.7,17.9,17.3,6.6,2.7,4.2,0.0,6.8,,0.0,0.0,0.0,0.006,,-2.0,0.9,-1.0,0.0
Jason Hart,29,2,6,8.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,,0.0,0.0,0.0,0.01,,-1.5,-2.0,-3.6,0.0
