Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1983,6,137,CLE,Cleveland Cavaliers,22.0,NBA,PG,68.0,990.0,11.7,0.47,0.04,0.22,1.9,9.3,5.5,25.5,2.7,0.3,22.4,22.4,,-1.1,0.8,-0.2,-0.01,,-2.3,-0.4,-2.7,-0.2
1984,6,137,CLE,Cleveland Cavaliers,23.0,NBA,PG,76.0,1712.0,12.8,0.48,0.03,0.33,3.1,7.4,5.2,27.9,2.2,0.1,19.7,21.0,,-0.4,1.3,0.9,0.02,,-0.9,-0.9,-1.8,0.1
1985,6,137,CLE,Cleveland Cavaliers,24.0,NBA,PG,81.0,2401.0,16.0,0.52,0.04,0.24,2.4,10.7,6.6,39.4,2.5,0.1,21.3,16.3,,2.3,2.3,4.6,0.09,,1.3,0.4,1.7,2.2
1986,6,137,CLE,Cleveland Cavaliers,25.0,NBA,PG,78.0,2472.0,15.2,0.48,0.04,0.25,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,,1.0,2.0,3.0,0.06,,1.3,-0.7,0.6,1.6
1987,6,137,CLE,Cleveland Cavaliers,26.0,NBA,PG,72.0,2182.0,12.1,0.48,0.14,0.19,2.7,9.7,6.2,24.6,2.0,0.2,17.1,17.5,,0.3,2.3,2.6,0.06,,-1.4,0.2,-1.3,0.4
1988,3,137,NJN,New Jersey Nets,27.0,NBA,PG,82.0,2774.0,12.4,0.5,0.18,0.2,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,,0.8,1.7,2.6,0.04,,-0.7,-0.7,-1.4,0.4
1989,3,137,NJN,New Jersey Nets,28.0,NBA,PG,68.0,1642.0,11.3,0.47,0.11,0.26,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,,-0.6,1.0,0.4,0.01,,-1.6,-1.1,-2.7,-0.3
1990,2,137,BOS,Boston Celtics,29.0,NBA,PG,54.0,1095.0,10.8,0.49,0.08,0.18,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,,0.3,0.8,1.1,0.05,,-1.0,-0.6,-1.6,0.1
1992,2,137,BOS,Boston Celtics,31.0,NBA,PG,73.0,1742.0,12.7,0.48,0.08,0.19,2.5,7.4,5.1,35.9,1.6,0.1,21.3,17.2,,0.6,1.4,1.9,0.05,,-0.2,-1.0,-1.2,0.4
1993,2,137,BOS,Boston Celtics,32.0,NBA,PG,10.0,97.0,2.0,0.42,0.04,0.24,1.2,6.9,4.1,26.4,1.0,0.0,38.1,20.0,,-0.4,0.1,-0.3,-0.16,,-7.1,-2.7,-9.8,-0.2
1994,1,137,ATL,Atlanta Hawks,33.0,NBA,PG,3.0,13.0,7.6,0.35,0.0,1.0,0.0,8.5,4.2,28.1,0.0,0.0,0.0,9.5,,0.0,0.0,0.0,0.1,,-5.4,-1.4,-6.8,0.0
