Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,20,3228,NYK,New York Knicks,22.0,NBA,SG,2.0,8.0,15.6,0.52,0.0,0.67,26.0,0.0,14.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,0.0,0.24,0.9,-2.3,-1.4,0.0
1984,26,3228,KCK,Kansas City Kings,25.0,NBA,SG,3.0,87.0,14.1,0.48,0.02,0.34,4.5,6.0,5.1,16.5,1.1,0.0,5.6,24.7,0.1,0.0,0.1,0.08,0.2,-0.4,-0.2,0.0
1986,26,3228,SAC,Sacramento Kings,27.0,NBA,SG,3.0,110.0,11.7,0.52,0.04,0.24,6.2,4.4,5.4,8.2,1.9,1.1,16.9,23.8,0.0,0.0,0.0,0.0,-1.9,-1.0,-2.9,0.0
1989,11,3228,HOU,Houston Rockets,30.0,NBA,SG,4.0,137.0,8.7,0.43,0.18,0.24,3.4,4.2,3.8,18.5,1.4,0.9,14.2,19.2,-0.1,0.1,0.0,-0.01,-1.6,-1.1,-2.7,0.0
1990,11,3228,HOU,Houston Rockets,31.0,NBA,SG,1.0,6.0,9.6,0.33,0.33,0.0,0.0,0.0,0.0,52.9,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.0,-2.1,1.1,-1.0,0.0
