PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Rodney McCray,25,10,436,15.5,0.629,0.02,0.535,8.8,12.7,10.8,18.4,0.6,1.2,17.2,14.7,,0.8,0.5,1.3,0.14400000000000002,,3.0,0.6,3.5,0.6
Robert Reid,31,10,431,5.1,0.391,0.11,0.14800000000000002,1.7,7.6,4.8,15.9,1.2,0.4,14.1,18.9,,-0.8,0.4,-0.4,-0.040999999999999995,,-4.8,-1.3,-6.1,-0.4
Hakeem Olajuwon,24,10,389,28.5,0.659,0.006,0.542,12.0,20.7,16.5,11.7,1.7,6.4,14.0,28.1,,1.2,0.8,2.0,0.251,,5.7,4.1,9.8,1.1
Allen Leavell,29,10,384,12.4,0.528,0.15,0.561,1.9,5.4,3.7,26.2,2.5,0.5,17.3,17.8,,0.3,0.5,0.7,0.091,,-1.0,1.1,0.0,0.2
Ralph Sampson,26,10,330,15.8,0.564,0.013999999999999999,0.295,9.8,20.1,15.2,10.6,0.3,2.1,15.8,25.2,,0.2,0.5,0.7,0.09699999999999999,,-0.4,0.0,-0.4,0.1
Jim Petersen,24,10,187,11.9,0.5770000000000001,0.0,0.353,8.9,18.6,14.0,4.7,1.3,0.6,14.5,15.6,,0.1,0.3,0.4,0.10800000000000001,,-1.4,0.0,-1.4,0.0
Cedric Maxwell,31,10,177,13.7,0.628,0.028999999999999998,1.0290000000000001,7.4,13.5,10.6,13.2,1.1,0.0,13.9,13.8,,0.4,0.2,0.6,0.156,,0.8,0.4,1.1,0.1
Steve Harris,23,9,91,5.9,0.405,0.023,0.14,3.9,4.8,4.4,8.4,1.6,0.0,6.2,22.7,,-0.1,0.1,0.0,-0.012,,-5.7,-1.5,-7.2,-0.1
Dirk Minniefield,26,8,27,9.3,0.6579999999999999,0.125,0.75,8.8,0.0,4.2,10.9,1.8,0.0,27.3,23.0,,0.0,0.0,0.0,0.07,,-3.9,2.0,-1.9,0.0
Buck Johnson,23,5,10,-9.8,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,,-0.1,0.0,-0.1,-0.413,,-15.5,-7.9,-23.3,-0.1
Dave Feitl,24,6,8,12.0,1.136,,,0.0,13.6,7.1,0.0,0.0,0.0,0.0,4.7,,0.0,0.0,0.0,0.231,,2.5,0.9,3.4,0.0
Richard Anderson,26,5,5,20.2,0.644,0.667,0.667,23.9,0.0,11.4,0.0,0.0,0.0,20.5,41.4,,0.0,0.0,0.0,0.154,,6.6,-4.2,2.4,0.0
