SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,23,PHI,Charles Barkley,23,5,210,20.2,0.65,0.11,0.6,15.5,18.4,17.1,8.5,0.9,2.2,18.8,23.0,0.4,0.2,0.7,0.15,3.5,-0.8,2.6,0.2
1987,23,PHI,Maurice Cheeks,30,5,210,16.5,0.58,0.02,0.32,0.6,6.1,3.5,29.5,2.1,1.1,13.8,17.2,0.4,0.1,0.6,0.13,2.7,0.8,3.5,0.3
1987,23,PHI,Julius Erving,36,5,180,14.9,0.49,0.07,0.3,9.4,6.6,7.9,13.7,1.9,1.9,8.8,23.4,0.2,0.1,0.3,0.08,2.2,0.1,2.3,0.2
1987,23,PHI,Roy Hinson,25,5,159,18.6,0.63,0.0,0.73,4.6,11.5,8.2,2.8,1.2,3.6,2.8,18.4,0.5,0.1,0.6,0.18,2.6,1.7,4.2,0.2
1987,23,PHI,Cliff Robinson,26,5,138,17.5,0.54,0.0,0.25,8.7,25.7,17.7,6.6,1.1,2.9,10.6,22.7,0.1,0.2,0.3,0.11,1.2,1.1,2.3,0.2
1987,23,PHI,Tim McCormick,24,5,121,7.4,0.54,0.0,0.17,7.0,21.3,14.6,6.4,0.4,0.9,21.4,11.2,0.0,0.1,0.1,0.04,-3.0,-0.1,-3.2,0.0
1987,23,PHI,Andrew Toney,29,5,104,4.3,0.4,0.09,0.06,2.3,7.2,4.9,34.5,0.9,1.1,31.4,20.2,-0.3,0.1,-0.3,-0.12,-4.2,-2.8,-7.0,-0.1
1987,23,PHI,David Wingate,23,5,90,10.4,0.48,0.05,0.38,6.7,8.4,7.6,14.1,2.7,0.6,17.3,24.0,-0.1,0.1,0.0,-0.01,-2.8,0.1,-2.7,0.0
1987,23,PHI,Steve Colter,24,2,8,10.4,0.5,0.0,0.0,0.0,0.0,0.0,33.2,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.1,0.6,0.0,0.6,0.0
1987,23,PHI,Danny Vranes,28,2,3,10.2,,,,0.0,100.0,56.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,-9.7,7.6,-2.1,0.0
1987,23,PHI,Mark McNamara,27,1,2,44.1,1.0,0.0,0.0,0.0,53.7,28.4,0.0,0.0,0.0,0.0,20.7,0.0,0.0,0.0,0.39,17.8,7.8,25.6,0.0
