PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Karl Malone,23,5,200,13.4,0.48200000000000004,0.0,0.409,8.7,19.3,14.0,5.0,2.8,1.2,14.1,25.6,,-0.2,0.4,0.2,0.052000000000000005,,-2.6,-0.2,-2.8,0.0
Mark Eaton,30,5,193,13.9,0.519,0.0,0.61,9.7,23.7,16.6,2.3,0.3,6.6,7.1,12.3,,0.2,0.4,0.6,0.14,,-1.3,2.4,1.1,0.2
John Stockton,24,5,157,18.2,0.72,0.172,0.44799999999999995,1.5,6.7,4.1,38.1,4.8,0.4,24.1,12.3,,0.4,0.3,0.7,0.2,,1.8,4.3,6.1,0.3
Thurl Bailey,25,5,151,16.1,0.55,0.0,0.28600000000000003,10.8,12.4,11.6,10.2,1.0,2.4,14.5,23.2,,0.1,0.2,0.3,0.11,,0.3,0.5,0.8,0.1
Bob Hansen,26,5,142,10.6,0.528,0.102,0.408,2.5,9.9,6.2,12.2,0.4,0.4,10.8,19.3,,0.1,0.1,0.3,0.087,,-1.9,-0.5,-2.4,0.0
Darrell Griffith,28,5,104,13.5,0.46299999999999997,0.231,0.292,5.6,7.9,6.7,13.9,2.9,1.2,14.1,34.7,,-0.2,0.2,0.0,-0.012,,0.1,-1.0,-0.9,0.0
Rickey Green,32,4,72,16.4,0.527,0.043,0.261,1.6,11.4,6.5,55.1,1.4,0.0,21.4,19.2,,0.1,0.1,0.2,0.109,,1.1,0.8,1.8,0.1
Kelly Tripucka,27,5,70,14.1,0.735,0.15,0.2,1.7,10.0,5.8,7.3,2.9,0.0,24.3,17.4,,0.0,0.1,0.2,0.105,,-2.2,1.9,-0.3,0.0
Carey Scurry,24,4,57,15.6,0.478,0.091,0.318,14.3,14.4,14.3,0.0,3.5,5.4,7.4,20.1,,0.0,0.1,0.1,0.11800000000000001,,-1.6,1.5,-0.1,0.0
Marc Iavaroni,30,5,47,6.8,0.442,0.0,0.3,19.8,12.5,16.2,12.2,0.0,3.9,34.6,15.6,,-0.1,0.1,0.0,-0.03,,-4.8,-0.2,-5.0,0.0
Dell Curry,22,2,4,-28.9,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,,-0.1,0.0,-0.1,-0.6409999999999999,,-26.4,-11.4,-37.8,0.0
Kent Benson,32,2,3,-16.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.1,,0.0,0.0,0.0,-0.45,,-17.2,-2.9,-20.1,0.0
