PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Fat Lever,26,3,99,16.4,0.426,0.16,0.18,4.4,14.8,8.9,30.4,3.1,0.0,3.6,21.1,,0.0,0.0,0.0,-0.001,,2.6,0.1,2.6,0.1
Blair Rasmussen,24,3,92,13.7,0.496,0.0,0.222,7.6,18.3,12.3,11.1,1.0,1.2,9.2,22.1,,0.0,0.0,-0.1,-0.034,,-0.2,-1.6,-1.7,0.0
Alex English,33,3,76,16.9,0.5379999999999999,0.0,0.14300000000000002,11.5,5.9,9.1,22.1,0.0,0.0,13.3,29.5,,0.0,-0.1,-0.1,-0.046,,4.2,-3.9,0.4,0.0
Bill Hanzlik,29,3,76,6.4,0.396,0.08,0.6,0.0,8.9,3.9,11.3,2.3,0.0,8.7,17.0,,-0.1,0.0,-0.2,-0.10300000000000001,,-3.8,-2.1,-5.9,-0.1
Danny Schayes,27,3,75,13.6,0.716,0.0,0.529,7.0,16.5,11.1,3.5,0.6,1.5,12.5,11.9,,0.1,0.0,0.1,0.063,,0.0,-1.3,-1.3,0.0
Darrell Walker,25,3,68,4.8,0.35100000000000003,0.0,0.20600000000000002,3.9,11.6,7.2,9.7,1.3,0.0,9.7,22.5,,-0.2,0.0,-0.3,-0.196,,-4.6,-4.8,-9.4,-0.1
Mike Evans,31,3,57,9.1,0.45299999999999996,0.368,0.105,3.1,9.9,6.0,17.5,2.3,0.0,13.1,15.0,,0.0,0.0,-0.1,-0.052000000000000005,,-3.5,-1.1,-4.6,0.0
Maurice Martin,22,3,54,10.3,0.452,0.034,0.414,6.5,10.4,8.2,26.4,0.0,1.0,12.7,27.1,,-0.1,0.0,-0.1,-0.111,,-2.3,-2.0,-4.3,0.0
Mark Alarie,23,3,41,10.4,0.63,0.0,0.133,0.0,13.7,6.0,3.5,2.2,2.7,20.1,18.1,,0.0,0.0,0.0,-0.033,,-5.6,1.0,-4.5,0.0
Wayne Cooper,30,3,41,10.6,0.466,0.0,0.16699999999999998,12.8,30.2,20.4,6.1,0.0,1.4,7.2,12.6,,0.0,0.0,0.0,0.012,,-2.3,-1.9,-4.2,0.0
T.R. Dunn,31,3,22,3.4,0.25,0.0,0.0,4.0,10.2,6.7,10.4,2.0,2.5,20.0,8.5,,0.0,0.0,0.0,-0.10800000000000001,,-6.3,0.7,-5.6,0.0
Otis Smith,23,3,19,12.9,0.502,0.0,1.5,4.6,23.7,12.9,25.7,0.0,5.9,28.7,27.4,,-0.1,0.0,-0.1,-0.147,,-1.2,1.1,-0.1,0.0
