PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kiki Vandeweghe,28,4,174,14.8,0.6,0.055999999999999994,0.366,3.2,5.3,4.2,10.2,0.3,0.3,11.8,22.0,,0.3,0.0,0.3,0.092,,2.4,-2.7,-0.3,0.1
Clyde Drexler,24,4,153,20.7,0.523,0.051,0.36700000000000005,11.7,10.5,11.1,16.3,2.2,1.2,6.1,26.2,,0.4,0.1,0.5,0.155,,5.0,-0.3,4.7,0.3
Terry Porter,23,4,150,19.1,0.578,0.1,0.4,0.7,13.7,7.2,39.3,3.2,0.8,18.1,19.6,,0.2,0.2,0.4,0.136,,3.3,1.9,5.2,0.3
Steve Johnson,29,4,137,16.1,0.519,0.0,0.705,13.9,19.2,16.5,2.3,0.7,0.4,10.1,26.6,,0.1,0.1,0.2,0.079,,1.3,-3.9,-2.5,0.0
Caldwell Jones,36,4,129,6.5,0.512,0.0,0.5,7.8,19.5,13.6,5.8,0.0,2.8,25.5,6.2,,0.0,0.1,0.1,0.040999999999999995,,-2.1,0.1,-1.9,0.0
Jim Paxson,29,4,94,12.2,0.473,0.063,0.281,4.8,6.1,5.4,19.7,2.6,0.0,10.0,17.4,,0.1,0.1,0.1,0.062,,-0.1,0.0,-0.1,0.0
Jerome Kersey,24,4,60,11.1,0.44799999999999995,0.0,0.16,11.2,24.8,17.9,7.4,4.0,1.0,18.3,22.4,,-0.1,0.1,0.0,0.008,,-4.2,0.3,-3.9,0.0
Kevin Duckworth,22,4,53,3.6,0.493,0.0,0.41700000000000004,6.4,10.8,8.5,2.6,3.7,1.1,29.7,15.6,,-0.1,0.1,-0.1,-0.055999999999999994,,-8.2,0.4,-7.8,-0.1
Michael Holton,25,2,9,4.5,0.5,0.0,0.0,0.0,12.7,6.3,0.0,0.0,0.0,0.0,9.1,,0.0,0.0,0.0,0.031,,-5.3,-1.2,-6.5,0.0
Fernando Martín,24,1,1,-32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,,0.0,0.0,0.0,-0.861,,-26.4,-16.7,-43.1,0.0
