SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1987,12,IND,Chuck Person,22,4,159,22.4,0.59,0.11,0.53,4.6,20.8,12.7,26.2,1.7,0.9,14.1,31.2,,0.2,0.3,0.5,0.16,,5.0,2.7,7.7,0.4
1987,12,IND,Steve Stipanovich,26,4,149,13.5,0.59,0.03,0.5,5.8,18.9,12.4,3.5,1.1,0.9,7.9,15.8,,0.2,0.3,0.4,0.14,,1.1,0.7,1.8,0.1
1987,12,IND,Vern Fleming,24,4,141,13.5,0.5,0.03,0.83,7.9,14.7,11.3,27.2,1.5,0.5,16.9,19.6,,0.0,0.2,0.3,0.1,,0.8,0.9,1.7,0.1
1987,12,IND,Herb Williams,28,4,134,8.5,0.59,0.0,0.38,2.8,15.5,9.2,9.2,0.0,0.5,21.7,17.7,,-0.1,0.2,0.1,0.03,,-1.6,0.3,-1.3,0.0
1987,12,IND,John Long,30,4,109,6.2,0.38,0.12,0.25,2.3,4.5,3.4,14.4,2.9,0.0,8.0,26.9,,-0.3,0.2,-0.1,-0.06,,-4.8,0.0,-4.9,-0.1
1987,12,IND,Wayman Tisdale,22,4,108,14.7,0.62,0.0,0.74,5.7,12.5,9.1,15.4,0.5,0.0,10.8,19.9,,0.2,0.2,0.3,0.15,,1.8,1.2,3.0,0.1
1987,12,IND,Clint Richardson,30,4,73,5.9,0.58,0.08,0.33,5.1,11.7,8.4,17.6,0.0,0.0,26.7,12.0,,0.0,0.1,0.1,0.05,,-3.6,-0.4,-3.9,0.0
1987,12,IND,Kyle Macy,29,4,49,-0.4,0.31,0.17,0.17,0.0,7.5,3.8,15.1,1.1,0.0,31.8,9.0,,-0.1,0.1,0.0,-0.04,,-7.6,-0.1,-7.7,-0.1
1987,12,IND,Ron Anderson,28,4,24,5.8,0.5,0.0,0.0,10.3,5.1,7.7,0.0,0.0,0.0,0.0,7.8,,0.0,0.0,0.0,0.09,,-1.1,-2.4,-3.5,0.0
1987,12,IND,Stuart Gray,23,3,14,8.3,0.36,0.0,4.0,17.6,43.7,30.7,0.0,0.0,0.0,0.0,9.2,,0.0,0.0,0.0,0.13,,-2.5,-1.6,-4.1,0.0
