Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1087,Jerian Grant,1992-10-09,8.0,2.0,66.0,6.6,29.45,0.22,0.5,17.05,0.03,6.1,12.4,0.49,3.3,3.3,1.0,0.0,9.15,9.15,7.9,1.0,0.0,5.3,3.3,16.95,61.5,113.5
