Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,24,1360,PHO,Phoenix Suns,22.0,NBA,SG,80.0,39.0,2062.0,4.9,10.9,0.45,0.1,0.3,0.2,4.8,10.6,0.45,2.5,3.0,0.83,0.6,2.3,2.9,6.1,1.9,0.1,2.9,3.6,12.3
1986,24,1360,PHO,Phoenix Suns,23.0,NBA,PG,82.0,82.0,2733.0,4.6,9.7,0.48,0.1,0.4,0.14,4.6,9.3,0.49,2.6,3.4,0.77,0.7,2.7,3.4,6.9,1.7,0.1,2.5,2.9,11.9
1987,24,1360,PHO,Phoenix Suns,24.0,NBA,PG,82.0,82.0,2579.0,5.0,10.5,0.48,0.1,0.4,0.18,4.9,10.1,0.49,2.8,3.6,0.77,0.9,2.8,3.6,8.8,1.6,0.1,2.7,3.3,12.9
1988,31,1360,TOT,Total After Trade,25.0,NBA,PG,68.0,33.0,1809.0,5.7,10.7,0.53,0.1,0.4,0.17,5.6,10.3,0.54,2.2,3.0,0.73,1.0,2.5,3.5,7.9,1.6,0.1,2.5,3.5,13.6
1988,24,1360,PHO,Phoenix Suns,25.0,NBA,PG,50.0,33.0,1557.0,6.1,11.2,0.55,0.1,0.4,0.19,6.0,10.8,0.56,2.4,3.2,0.74,1.0,2.5,3.5,8.2,1.4,0.1,2.5,3.6,14.7
1988,17,1360,MIL,Milwaukee Bucks,25.0,NBA,PG,18.0,0.0,252.0,2.9,7.7,0.37,0.0,0.3,0.0,2.9,7.4,0.38,1.3,2.0,0.64,0.7,2.6,3.3,5.9,2.9,0.1,2.7,3.3,7.0
1989,17,1360,MIL,Milwaukee Bucks,26.0,NBA,PG,73.0,50.0,2220.0,5.6,11.6,0.48,0.4,1.5,0.27,5.2,10.1,0.52,2.1,2.6,0.82,1.1,1.9,3.1,6.6,2.3,0.1,2.6,3.0,13.7
1990,17,1360,MIL,Milwaukee Bucks,27.0,NBA,PG,81.0,81.0,2818.0,6.3,12.8,0.49,0.3,0.9,0.3,6.1,11.9,0.51,2.9,3.6,0.79,1.0,2.4,3.4,6.0,2.0,0.1,1.9,3.2,15.8
1991,17,1360,MIL,Milwaukee Bucks,28.0,NBA,PG,80.0,80.0,2726.0,6.4,12.7,0.5,0.8,2.1,0.37,5.6,10.6,0.53,2.5,3.2,0.8,0.8,2.2,2.9,7.1,1.7,0.1,2.0,3.1,16.0
1992,17,1360,MIL,Milwaukee Bucks,29.0,NBA,PG,71.0,71.0,2261.0,6.0,12.8,0.47,0.7,2.3,0.29,5.3,10.5,0.51,3.1,4.0,0.78,0.7,2.2,2.9,7.4,1.9,0.2,2.4,3.3,15.8
1993,29,1360,UTA,Utah Jazz,30.0,NBA,SG,78.0,20.0,2034.0,5.1,11.7,0.44,0.3,1.3,0.2,4.8,10.3,0.47,1.8,2.3,0.78,0.7,1.8,2.5,5.6,1.8,0.2,2.3,4.2,12.2
1994,29,1360,UTA,Utah Jazz,31.0,NBA,SG,75.0,19.0,1619.0,5.2,11.9,0.44,0.8,2.1,0.4,4.3,9.8,0.44,1.3,1.7,0.75,0.8,2.0,2.8,4.9,1.4,0.2,2.1,3.7,12.5
1995,31,1360,TOT,Total After Trade,32.0,NBA,"PG,SG",18.0,0.0,201.0,1.4,6.1,0.24,0.4,0.7,0.5,1.1,5.4,0.2,0.4,0.7,0.5,0.7,1.6,2.3,3.4,1.6,0.0,3.0,6.3,3.6
1995,29,1360,UTA,Utah Jazz,32.0,NBA,SG,12.0,0.0,149.0,1.0,6.0,0.16,0.5,0.7,0.67,0.5,5.3,0.09,0.0,0.0,,0.5,1.9,2.4,2.2,1.7,0.0,2.9,6.0,2.4
1995,2,1360,BOS,Boston Celtics,32.0,NBA,PG,6.0,0.0,52.0,2.8,6.2,0.44,0.0,0.7,0.0,2.8,5.5,0.5,1.4,2.8,0.5,1.4,0.7,2.1,6.9,1.4,0.0,3.5,6.9,6.9
