Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,27.0,DEN,NBA,C,62.0,14.0,875.0,3.9,8.2,0.472,0.0,0.0,0.0,3.9,8.1,0.475,1.2,1.9,0.667,2.7,5.7,8.4,1.3,1.4,1.6,1.4,6.0,9.0
2005,28.0,DEN,NBA,C,67.0,11.0,939.0,3.9,8.3,0.468,0.0,0.1,0.333,3.8,8.2,0.469,1.7,3.0,0.57,2.3,5.4,7.7,1.3,1.3,1.6,1.5,4.9,9.5
2006,29.0,DEN,NBA,C,72.0,54.0,1579.0,3.4,6.5,0.532,0.0,0.1,0.2,3.4,6.4,0.538,1.1,1.7,0.662,2.3,5.5,7.7,1.1,1.2,1.0,1.5,4.8,8.0
2007,30.0,SAS,NBA,C,70.0,41.0,1332.0,3.9,7.6,0.511,0.0,0.1,0.0,3.9,7.6,0.514,1.7,2.2,0.775,2.2,6.9,9.1,1.5,0.8,1.6,2.3,5.0,9.5
2008,31.0,TOT,NBA,C,63.0,5.0,813.0,4.1,10.5,0.39,0.0,0.0,0.0,4.1,10.4,0.391,1.2,1.6,0.703,2.2,6.6,8.9,1.1,0.7,0.9,2.1,4.3,9.3
2008,31.0,SAS,NBA,C,41.0,3.0,534.0,4.2,10.0,0.419,0.0,0.0,,4.2,10.0,0.419,1.3,1.6,0.833,2.2,6.9,9.1,1.1,0.6,0.9,2.0,4.2,9.7
2008,31.0,SEA,NBA,C,22.0,2.0,279.0,3.9,11.4,0.341,0.0,0.1,0.0,3.9,11.2,0.345,0.8,1.7,0.462,2.2,6.2,8.4,1.0,0.8,0.8,2.2,4.4,8.5
2009,32.0,MIL,NBA,C,59.0,23.0,977.0,3.1,6.2,0.491,0.0,0.1,0.25,3.0,6.1,0.497,1.2,1.4,0.846,3.7,4.8,8.4,1.2,1.3,1.3,1.8,5.3,7.4
2010,33.0,TOT,NBA,C,12.0,0.0,66.0,2.7,8.2,0.333,0.0,0.0,,2.7,8.2,0.333,1.1,2.7,0.4,3.3,4.4,7.6,1.1,0.5,0.0,0.5,3.8,6.5
2010,33.0,MIL,NBA,C,11.0,0.0,62.0,2.3,7.5,0.308,0.0,0.0,,2.3,7.5,0.308,1.2,1.2,1.0,2.9,4.6,7.5,1.2,0.6,0.0,0.6,4.1,5.8
2010,33.0,PHI,NBA,C,1.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,27.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0
2011,34.0,UTA,NBA,C,62.0,1.0,610.0,3.2,6.7,0.478,0.0,0.0,,3.2,6.7,0.478,1.5,1.8,0.839,2.1,4.7,6.8,1.9,1.2,0.8,1.9,5.0,7.9
2012,35.0,PHI,NBA,C,5.0,0.0,16.0,2.3,6.8,0.333,0.0,0.0,,2.3,6.8,0.333,0.0,0.0,,0.0,2.3,2.3,2.3,2.3,2.3,2.3,0.0,4.5
