Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,2,3001,BOS,Boston Celtics,21.0,NBA,SF,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0
2011,20,3001,NYK,New York Knicks,23.0,NBA,SG,4.0,0.0,89.0,9.0,30.0,0.3,3.0,11.0,0.27,6.0,19.0,0.32,0.35,2.0,3.0,0.67,5.0,8.0,13.0,4.0,5.0,0.0,7.0,9.0,23.0
