Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
15,1625,109.0,15.0,1340.0,186.0,411.0,0.45,23.0,71.0,0.32,163.0,340.0,0.48,0.48,116.0,142.0,0.82,42.0,105.0,147.0,53.0,68.0,1.0,71.0,102.0,511.0,0
