SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1999,24,PHO,12,Toby Bailey,SG,6-6,213,1975-11-19,US,R,UCLA
1999,24,PHO,4,Gerald Brown,SG,6-4,210,1975-07-28,US,R,Pepperdine
1999,24,PHO,3,Rex Chapman,SG,6-4,185,1967-10-05,US,10,Kentucky
1999,24,PHO,8,Pat Garrity,PF,6-9,238,1976-08-23,US,R,Notre Dame
1999,24,PHO,24,Tom Gugliotta,PF,6-10,240,1969-12-19,US,6,NC State
1999,24,PHO,32,Jason Kidd,PG,6-4,205,1973-03-23,US,4,California
1999,24,PHO,35,Joe Kleine,C,6-11,255,1962-01-04,US,13,"Notre Dame, Arkansas"
1999,24,PHO,2,Randy Livingston,PG,6-4,209,1975-04-02,US,2,LSU
1999,24,PHO,13,Luc Longley,C,7-2,265,1969-01-19,AU,7,New Mexico
1999,24,PHO,15,Danny Manning,PF,6-10,230,1966-05-17,US,10,Kansas
1999,24,PHO,21,George McCloud,SF,6-6,205,1967-05-27,US,8,Florida State
1999,24,PHO,20,Marko Milic,SG,6-6,235,1977-05-07,SI,1,
1999,24,PHO,34,Chris Morris,SF,6-8,210,1966-01-20,US,10,Auburn
1999,24,PHO,11,Jimmy Oliver,SG,6-5,205,1969-07-12,US,4,Purdue
1999,24,PHO,2,Shawn Respert,SG,6-1,195,1972-02-06,US,3,Michigan State
1999,24,PHO,30,Clifford Robinson,SF,6-10,225,1966-12-16,US,9,UConn
1999,24,PHO,19,Alvin Sims,SG,6-4,235,1974-10-18,US,R,Louisville
