NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Corey Beck,PG,6-1,190,1971-05-27,US,2,"South Plains College, Arkansas"
30,Jud Buechler,SF,6-6,220,1968-06-19,US,8,Arizona
8,Bison Dele,C,6-9,235,1969-04-06,US,7,"Maryland, Arizona"
4,Joe Dumars,SG,6-3,190,1963-05-24,US,13,McNeese State University
12,Steve Henson,PG,5-11,177,1968-02-02,US,6,Kansas State
33,Grant Hill,SF,6-8,225,1972-10-05,US,4,Duke
1,Lindsey Hunter,PG,6-2,170,1970-12-03,US,5,"Alcorn State, Jackson State University"
32,Christian Laettner,PF,6-11,235,1969-08-17,US,6,Duke
3,Mark Macon,SG,6-5,185,1969-04-14,US,5,Temple
0,Eric Montross,C,7-0,270,1971-09-23,US,4,UNC
31,Mikki Moore,C,6-11,225,1975-11-04,US,R,Nebraska
5,Charles O'Bannon,SG,6-5,209,1975-02-22,US,1,UCLA
20,Khalid Reeves,PG,6-3,199,1972-07-15,US,4,Arizona
52,Don Reid,PF,6-8,250,1973-12-30,US,3,Georgetown
42,Jerry Stackhouse,SG,6-6,218,1974-11-05,US,3,UNC
35,Loy Vaught,PF,6-9,230,1968-02-27,US,8,Michigan
13,Jerome Williams,PF,6-9,206,1973-05-10,US,2,Georgetown
45,Korleone Young,SF,6-7,213,1978-12-31,US,R,
