NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Tariq Abdul-Wahad,SG,6-6,223,1974-11-03,FR,1,"Michigan, San Jose State"
43,Peter Aluma,C,6-10,260,1973-04-23,NG,R,Liberty
20,Jon Barry,SG,6-4,195,1969-07-25,US,6,"University of the Pacific, Georgia Tech"
24,Terry Dehere,PG,6-2,190,1971-09-12,US,5,Seton Hall
21,Vlade Divac,C,7-1,243,1968-02-03,RS,9,
51,Lawrence Funderburke,PF,6-9,230,1970-12-15,US,1,"Indiana, Ohio State"
7,Michael Hawkins,PG,6-0,178,1972-10-28,US,1,Xavier
53,Jerome James,C,7-0,300,1975-11-17,US,R,Florida A&M
3,Vernon Maxwell,SG,6-4,180,1965-09-12,US,10,Florida
8,Oliver Miller,C,6-9,280,1970-04-06,US,6,Arkansas
15,Kevin Ollie,PG,6-4,195,1972-12-27,US,1,UConn
31,Scot Pollard,C,6-11,265,1975-02-12,US,1,Kansas
16,Peja Stojaković,SF,6-10,229,1977-06-09,HR,R,
4,Chris Webber,PF,6-9,245,1973-03-01,US,5,Michigan
55,Jason Williams,PG,6-1,190,1975-11-18,US,R,"Marshall, Florida"
34,Corliss Williamson,SF,6-7,245,1973-12-04,US,3,Arkansas
