NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
4,Travis Best,PG,5-11,182,1972-07-12,US,3,Georgia Tech
44,Austin Croshere,PF,6-9,235,1975-05-01,US,1,Providence
33,Antonio Davis,PF,6-9,215,1968-10-31,US,5,Texas-El Paso
32,Dale Davis,PF,6-11,230,1969-03-25,US,7,Clemson
25,Al Harrington,PF,6-9,230,1980-02-17,US,R,
20,Fred Hoiberg,SG,6-4,203,1972-10-15,US,3,Iowa State
13,Mark Jackson,PG,6-1,180,1965-04-01,US,11,St. John's
9,Derrick McKey,SF,6-9,205,1966-10-10,US,11,Alabama
31,Reggie Miller,SG,6-7,185,1965-08-24,US,11,UCLA
17,Chris Mullin,SF,6-6,200,1963-07-30,US,13,St. John's
14,Sam Perkins,PF,6-9,235,1961-06-14,US,14,UNC
43,Mark Pope,SF,6-10,235,1972-09-11,US,1,"Washington, Kentucky"
5,Jalen Rose,SF,6-8,210,1973-01-30,US,4,Michigan
45,Rik Smits,C,7-4,250,1966-08-23,NL,10,Marist College
