NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Etdrick Bohannon,SF,6-9,220,1973-05-29,US,1,"Arizona, Tennessee, Auburn University at Montgomery"
40,Calbert Cheaney,SG,6-7,209,1971-07-17,US,5,Indiana
51,John Coker,C,7-0,253,1971-10-28,US,1,Boise State
52,Terry Davis,C,6-9,225,1967-06-17,US,8,Virginia Union University
5,Juwan Howard,SF,6-9,240,1973-02-07,US,4,Michigan
50,Randell Jackson,PF,6-11,215,1976-01-16,US,R,Florida State
23,Tim Legler,SG,6-4,200,1966-12-26,US,8,La Salle
10,Jeff McInnis,PG,6-4,190,1974-10-22,US,1,UNC
35,Tracy Murray,SF,6-7,225,1971-07-25,US,6,UCLA
2,Mitch Richmond,SG,6-5,215,1965-06-30,US,10,Kansas State
1,Rod Strickland,PG,6-3,175,1966-07-11,US,10,DePaul
33,Otis Thorpe,PF,6-9,225,1962-08-05,US,14,Providence
30,Ben Wallace,C,6-9,240,1974-09-10,US,2,Virginia Union University
55,Jahidi White,PF,6-9,290,1976-02-19,US,R,Georgetown
12,Chris Whitney,PG,6-0,168,1971-10-05,US,5,Clemson
