SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1999,22,ORL,25,Nick Anderson,SF,6-6,205,1968-01-20,US,9,Illinois
1999,22,ORL,2,B.J. Armstrong,PG,6-2,175,1967-09-09,US,9,Iowa
1999,22,ORL,10,Darrell Armstrong,PG,6-0,170,1968-06-22,US,4,Fayetteville State University
1999,22,ORL,8,Isaac Austin,C,6-10,255,1969-08-18,US,5,Arizona State
1999,22,ORL,51,Michael Doleac,C,6-11,262,1977-06-15,US,R,Utah
1999,22,ORL,54,Horace Grant,PF,6-10,215,1965-07-04,US,11,Clemson
1999,22,ORL,1,Anfernee Hardaway,SG,6-7,195,1971-07-18,US,5,Memphis
1999,22,ORL,15,Matt Harpring,SF,6-7,231,1976-05-31,US,R,Georgia Tech
1999,22,ORL,52,Jonathan Kerner,C,6-11,245,1974-06-06,US,R,"Florida State, East Carolina University"
1999,22,ORL,3,Kevin Ollie,PG,6-4,195,1972-12-27,US,1,UConn
1999,22,ORL,45,Bo Outlaw,PF,6-8,210,1971-04-13,US,5,"South Plains College, Houston"
1999,22,ORL,11,Doug Overton,PG,6-3,190,1969-08-03,US,6,La Salle
1999,22,ORL,24,Danny Schayes,C,6-11,235,1959-05-10,US,17,Syracuse
1999,22,ORL,34,Miles Simon,SG,6-3,202,1975-11-21,SE,R,Arizona
1999,22,ORL,33,Derek Strong,PF,6-8,220,1968-02-09,US,7,Xavier
1999,22,ORL,21,Dominique Wilkins,SF,6-8,215,1960-01-12,FR,14,Georgia
1999,22,ORL,9,Gerald Wilkins,SG,6-6,185,1963-09-11,US,12,Chattanooga
