SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1999,6,CLE,23,Derek Anderson,SG,6-5,194,1974-07-18,US,1,"Ohio State, Kentucky"
1999,6,CLE,44,Corie Blount,PF,6-9,240,1969-01-04,US,5,Cincinnati
1999,6,CLE,5,Earl Boykins,PG,5-5,135,1976-06-02,US,R,Eastern Michigan
1999,6,CLE,6,Mitchell Butler,SG,6-5,210,1970-12-15,US,5,UCLA
1999,6,CLE,55,Andrew DeClercq,C,6-10,230,1973-02-01,US,3,Florida
1999,6,CLE,35,Danny Ferry,PF,6-10,230,1966-10-17,US,8,Duke
1999,6,CLE,9,Litterial Green,PG,6-1,185,1970-03-07,US,4,Georgia
1999,6,CLE,45,Cedric Henderson,SF,6-7,215,1975-03-11,US,1,Memphis
1999,6,CLE,11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,1,
1999,6,CLE,4,Shawn Kemp,PF,6-10,230,1969-11-26,US,9,Trinity Valley CC
1999,6,CLE,12,Brevin Knight,PG,5-10,173,1975-11-08,US,1,Stanford
1999,6,CLE,21,Antonio Lang,PF,6-8,205,1972-05-15,US,4,Duke
1999,6,CLE,20,Johnny Newman,SF,6-7,190,1963-11-28,US,12,Richmond
1999,6,CLE,1,Wesley Person,SG,6-6,195,1971-03-28,US,4,Auburn
1999,6,CLE,52,Vitaly Potapenko,C,6-10,280,1975-03-21,UA,2,Wright State University
1999,6,CLE,10,Ryan Stack,PF,6-11,215,1975-07-24,US,R,South Carolina
1999,6,CLE,3,Bob Sura,PG,6-5,200,1973-03-25,US,3,Florida State
