Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1289,952.0,898.0,32000.0,8.92,18.72,0.48,0.3,0.92,0.33,8.62,17.79,0.48,5.93,7.8,0.76,1.82,7.34,9.16,6.15,1.79,0.83,3.64,3.65,24.05,107.53,105.76
