Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1986,24,2314,PHO,Phoenix Suns,Ed Pinckney,1963-03-27,22.0,NBA,SF,80.0,24.0,1602.0,7.3,13.1,0.56,0.0,0.1,0.0,7.3,13.0,0.56,4.9,7.3,0.67,2.7,6.1,8.8,2.6,2.0,1.1,4.2,5.4,19.5,104.0,106.0
1987,24,2314,PHO,Phoenix Suns,Ed Pinckney,1963-03-27,23.0,NBA,SF,80.0,65.0,2250.0,6.1,10.4,0.58,0.0,0.0,0.0,6.1,10.4,0.59,5.4,7.3,0.74,3.7,8.4,12.1,2.4,1.8,1.1,2.8,4.1,17.5,119.0,108.0
1988,26,2314,SAC,Sacramento Kings,Ed Pinckney,1963-03-27,24.0,NBA,PF,79.0,7.0,1177.0,7.2,13.9,0.52,0.0,0.1,0.0,7.2,13.8,0.52,5.4,7.2,0.75,3.8,5.5,9.3,2.7,1.6,1.3,3.1,4.8,19.8,113.0,112.0
1989,31,2314,TOT,Total After Trade,Ed Pinckney,1963-03-27,25.0,NBA,PF,80.0,33.0,2012.0,7.6,14.9,0.51,0.0,0.1,0.0,7.6,14.7,0.52,6.7,8.4,0.8,4.0,6.8,10.7,2.8,2.0,1.6,2.8,4.8,22.0,117.0,108.0
1989,26,2314,SAC,Sacramento Kings,Ed Pinckney,1963-03-27,25.0,NBA,PF,51.0,24.0,1334.0,8.0,16.0,0.5,0.0,0.2,0.0,8.0,15.8,0.51,6.3,7.9,0.8,3.8,7.0,10.8,2.6,1.9,1.5,2.9,4.5,22.4,114.0,108.0
1989,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,25.0,NBA,PF,29.0,9.0,678.0,6.9,12.7,0.54,0.0,0.0,,6.9,12.7,0.54,7.4,9.3,0.8,4.3,6.3,10.7,3.2,2.1,1.7,2.7,5.6,21.1,125.0,108.0
1990,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,26.0,NBA,PF,77.0,50.0,1082.0,6.1,11.3,0.54,0.0,0.0,0.0,6.1,11.2,0.54,4.2,5.4,0.77,4.2,6.0,10.2,3.1,1.5,1.9,2.5,5.7,16.4,118.0,107.0
1991,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,27.0,NBA,PF,70.0,16.0,1165.0,5.5,10.2,0.54,0.0,0.0,0.0,5.5,10.1,0.54,4.4,4.9,0.9,6.5,7.8,14.3,1.9,2.6,1.8,1.9,6.2,15.3,131.0,104.0
1992,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,28.0,NBA,PF,81.0,36.0,1917.0,5.3,9.9,0.54,0.0,0.0,0.0,5.3,9.9,0.54,5.4,6.7,0.81,6.6,8.2,14.7,1.6,1.8,1.5,1.9,4.1,16.0,130.0,105.0
1993,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,29.0,NBA,PF,7.0,5.0,151.0,3.3,8.0,0.42,0.0,0.0,,3.3,8.0,0.42,4.0,4.4,0.92,4.7,9.7,14.4,0.3,1.3,2.3,2.7,4.4,10.7,105.0,105.0
1994,2,2314,BOS,Boston Celtics,Ed Pinckney,1963-03-27,30.0,NBA,PF,76.0,35.0,1524.0,5.0,9.5,0.52,0.0,0.0,,5.0,9.5,0.52,3.0,4.1,0.74,5.3,10.5,15.7,2.0,1.9,1.4,2.0,4.3,13.0,116.0,105.0
1995,17,2314,MIL,Milwaukee Bucks,Ed Pinckney,1963-03-27,31.0,NBA,PF,62.0,17.0,835.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,2.7,3.8,0.71,4.0,9.1,13.1,1.3,2.1,1.1,1.6,4.0,8.7,116.0,108.0
1996,31,2314,TOT,Total After Trade,Ed Pinckney,1963-03-27,32.0,NBA,PF,74.0,47.0,1710.0,5.2,10.1,0.51,0.0,0.1,0.0,5.2,10.0,0.52,4.1,5.4,0.76,5.7,8.1,13.9,2.2,1.9,0.8,2.3,4.7,14.5,118.0,111.0
1996,28,2314,TOR,Toronto Raptors,Ed Pinckney,1963-03-27,32.0,NBA,PF,47.0,24.0,1031.0,5.8,11.6,0.5,0.0,0.1,0.0,5.8,11.5,0.51,4.7,6.2,0.76,5.7,8.3,14.1,2.5,1.5,0.8,2.7,5.0,16.4,115.0,111.0
1996,23,2314,PHI,Philadelphia 76Ers,Ed Pinckney,1963-03-27,32.0,NBA,PF,27.0,23.0,679.0,4.1,7.8,0.53,0.0,0.0,,4.1,7.8,0.53,3.2,4.2,0.76,5.7,7.8,13.5,1.7,2.5,0.8,1.8,4.2,11.5,122.0,110.0
1997,16,2314,MIA,Miami Heat,Ed Pinckney,1963-03-27,33.0,NBA,PF,27.0,0.0,273.0,4.6,8.6,0.54,0.0,0.0,,4.6,8.6,0.54,4.0,5.0,0.8,5.0,8.0,13.0,1.2,1.6,1.8,3.8,6.0,13.1,106.0,99.0
