PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Clifford Robinson,30,81,79,38.0,5.5,12.9,0.426,1.5,4.3,0.34600000000000003,4.0,8.6,0.466,0.484,2.7,3.8,0.696,1.1,2.9,4.0,3.2,1.2,0.8,2.1,3.1,15.1
Kenny Anderson,26,82,81,37.6,5.9,13.9,0.42700000000000005,1.6,4.5,0.361,4.3,9.4,0.45799999999999996,0.485,4.1,5.3,0.768,1.1,3.3,4.4,7.1,2.0,0.2,2.4,2.7,17.5
Isaiah Rider,25,76,68,33.7,6.0,12.9,0.46399999999999997,1.3,3.4,0.385,4.7,9.6,0.49200000000000005,0.514,2.8,3.4,0.812,1.2,2.8,4.0,2.6,0.6,0.3,2.8,2.6,16.1
Rasheed Wallace,22,62,56,30.5,6.1,11.0,0.5579999999999999,0.1,0.5,0.273,6.0,10.5,0.573,0.565,2.7,4.3,0.638,2.0,4.8,6.8,1.2,0.8,1.0,1.8,3.2,15.1
Arvydas Sabonis,32,69,68,25.5,4.8,9.5,0.498,0.7,1.9,0.371,4.0,7.6,0.53,0.536,3.2,4.2,0.777,1.7,6.3,7.9,2.1,0.9,1.2,2.2,2.9,13.4
Gary Trent,22,82,28,23.4,4.4,8.2,0.536,0.0,0.1,0.0,4.4,8.1,0.544,0.536,2.0,2.8,0.6990000000000001,1.9,3.3,5.2,1.1,0.6,0.4,1.6,2.3,10.8
Chris Dudley,31,81,14,22.7,1.6,3.6,0.43,0.0,0.0,,1.6,3.6,0.43,0.43,0.8,1.7,0.474,2.5,4.8,7.3,0.5,0.5,1.2,1.0,3.0,3.9
Aaron McKie,24,41,8,18.9,1.3,3.8,0.34,0.6,1.3,0.418,0.7,2.5,0.297,0.413,1.0,1.2,0.8370000000000001,0.3,2.0,2.3,2.0,0.8,0.4,1.2,1.5,4.1
Stacey Augmon,28,40,7,16.3,1.9,3.6,0.517,0.0,0.0,,1.9,3.6,0.517,0.517,1.0,1.4,0.732,0.8,1.4,2.2,1.0,0.8,0.2,0.9,1.5,4.7
Dontonio Wingfield,22,47,0,12.1,1.7,4.1,0.409,0.6,1.6,0.33799999999999997,1.1,2.5,0.457,0.47700000000000004,0.6,0.9,0.675,1.3,1.6,2.9,1.0,0.3,0.1,1.0,2.1,4.5
Reggie Jordan,29,9,0,11.0,0.9,1.8,0.5,0.0,0.0,,0.9,1.8,0.5,0.5,0.4,1.1,0.4,1.2,1.3,2.6,1.2,0.6,0.3,0.7,1.4,2.2
Rumeal Robinson,30,27,0,10.9,1.2,3.0,0.402,0.3,0.9,0.391,0.9,2.2,0.40700000000000003,0.457,0.7,0.9,0.87,0.1,1.0,1.1,1.9,0.7,0.0,1.0,1.5,3.5
Jermaine O'Neal,18,45,0,10.2,1.5,3.4,0.451,0.0,0.0,0.0,1.5,3.4,0.45399999999999996,0.451,1.0,1.7,0.603,0.9,1.9,2.8,0.2,0.0,0.6,0.6,1.0,4.1
Ruben Nembhard,24,2,0,9.5,2.0,4.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,0.5,0.0,0.0,,0.0,0.0,0.0,2.5,1.5,0.0,2.5,1.5,4.0
Mitchell Butler,26,49,1,9.5,1.1,2.6,0.41600000000000004,0.2,0.8,0.308,0.8,1.8,0.465,0.46399999999999997,0.7,1.0,0.64,0.4,0.7,1.1,0.6,0.3,0.0,0.6,1.1,3.0
Marcus Brown,22,21,0,8.8,1.3,3.3,0.4,0.6,1.5,0.406,0.7,1.8,0.395,0.493,0.6,0.9,0.684,0.2,0.5,0.7,1.0,0.4,0.1,0.6,1.2,3.9
Aleksandar Đorđević,29,8,0,7.6,1.0,2.0,0.5,0.6,0.9,0.7140000000000001,0.4,1.1,0.33299999999999996,0.6559999999999999,0.5,0.6,0.8,0.1,0.5,0.6,0.6,0.0,0.0,0.6,0.4,3.1
Ennis Whatley,34,3,0,7.3,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.3,1.7,1.3
Randolph Childress,24,19,0,6.6,0.5,1.6,0.33299999999999996,0.2,0.8,0.188,0.4,0.7,0.5,0.38299999999999995,0.3,0.4,0.75,0.1,0.2,0.3,0.8,0.4,0.0,0.7,0.6,1.5
