PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Kevin Johnson,30,70,70,38.0,6.3,12.7,0.496,1.3,2.9,0.441,5.0,9.8,0.512,0.546,6.3,7.4,0.852,0.8,2.8,3.6,9.3,1.5,0.2,3.1,2.0,20.1
Jason Kidd,23,33,23,35.5,4.2,9.9,0.423,1.2,3.0,0.4,3.0,6.8,0.434,0.485,2.0,2.9,0.688,1.0,3.8,4.8,9.0,2.4,0.4,2.3,2.2,11.6
Hot Rod Williams,34,68,66,31.4,3.0,6.1,0.49,0.0,0.0,0.0,3.0,6.1,0.493,0.49,2.0,2.9,0.672,2.6,5.6,8.3,1.5,1.0,1.3,1.0,2.6,8.0
Michael Finley,23,27,18,29.5,5.2,11.0,0.475,0.5,2.0,0.255,4.7,9.0,0.525,0.498,2.1,2.6,0.812,1.3,3.2,4.4,2.5,0.7,0.1,1.6,1.6,13.0
Wesley Person,25,80,42,29.1,5.1,11.3,0.45299999999999996,2.1,5.2,0.413,3.0,6.1,0.48700000000000004,0.5479999999999999,1.1,1.4,0.7979999999999999,0.9,2.8,3.7,1.5,1.1,0.3,1.0,1.3,13.5
Rex Chapman,29,65,33,28.2,5.1,11.5,0.44299999999999995,1.7,4.8,0.35,3.4,6.7,0.51,0.517,1.9,2.3,0.8320000000000001,0.4,2.4,2.8,2.8,0.8,0.1,1.5,1.7,13.8
Danny Manning,30,77,17,27.7,5.5,10.3,0.536,0.1,0.5,0.19399999999999998,5.4,9.9,0.552,0.54,2.4,3.3,0.721,1.8,4.3,6.1,2.2,1.1,1.0,2.1,3.5,13.5
Cedric Ceballos,27,42,32,27.3,5.9,12.7,0.46399999999999997,0.5,1.9,0.259,5.4,10.8,0.501,0.484,3.0,4.1,0.737,2.2,4.4,6.6,1.2,0.7,0.4,1.6,2.2,15.3
Mark Bryant,31,41,18,24.8,3.7,6.7,0.5529999999999999,0.0,0.0,,3.7,6.7,0.5529999999999999,0.5529999999999999,1.9,2.6,0.7040000000000001,1.6,3.5,5.2,1.1,0.5,0.1,1.1,3.3,9.3
Sam Cassell,27,22,9,24.5,4.5,11.0,0.415,0.9,2.8,0.306,3.7,8.1,0.45299999999999996,0.45399999999999996,4.8,5.6,0.855,0.5,1.7,2.3,4.5,1.0,0.3,2.7,3.0,14.8
Robert Horry,26,32,15,22.5,2.6,6.1,0.42100000000000004,0.8,2.4,0.308,1.8,3.7,0.496,0.48200000000000004,1.0,1.6,0.64,1.3,2.5,3.7,1.7,0.9,0.8,1.4,2.5,6.9
A.C. Green,33,27,19,20.3,2.3,4.7,0.47700000000000004,0.0,0.1,0.0,2.3,4.6,0.488,0.47700000000000004,1.1,1.8,0.6459999999999999,1.2,3.9,5.1,0.6,0.7,0.0,0.7,1.3,5.7
Joe Kleine,35,23,10,15.9,1.4,3.5,0.4,0.0,0.0,1.0,1.3,3.4,0.392,0.406,0.6,0.8,0.722,0.9,2.6,3.5,0.5,0.4,0.3,0.9,2.0,3.4
Wayman Tisdale,32,53,15,14.7,3.0,7.0,0.426,0.0,0.0,,3.0,7.0,0.426,0.426,0.6,0.9,0.625,0.7,1.6,2.3,0.4,0.2,0.4,0.7,2.1,6.5
Mike Brown,33,6,1,13.8,0.8,2.0,0.41700000000000004,0.0,0.0,,0.8,2.0,0.41700000000000004,0.41700000000000004,1.0,1.7,0.6,1.5,2.7,4.2,0.8,0.2,0.2,0.3,1.5,2.7
Loren Meyer,24,35,17,12.8,2.1,4.7,0.446,0.1,0.1,0.6,2.0,4.6,0.441,0.455,1.1,1.5,0.7120000000000001,1.1,1.6,2.7,0.3,0.1,0.3,1.0,2.1,5.4
Steve Nash,22,65,2,10.5,1.1,2.7,0.423,0.4,0.8,0.418,0.8,1.8,0.425,0.489,0.6,0.8,0.8240000000000001,0.2,0.7,1.0,2.1,0.3,0.0,1.0,1.4,3.3
Tony Dumas,24,6,1,8.5,1.0,3.2,0.316,0.2,0.7,0.25,0.8,2.5,0.33299999999999996,0.342,0.2,0.3,0.5,0.0,0.3,0.3,0.5,0.0,0.2,0.2,1.5,2.3
Chucky Brown,28,10,0,8.3,1.3,2.6,0.5,0.0,0.0,,1.3,2.6,0.5,0.5,0.8,1.1,0.727,0.3,1.3,1.6,0.4,0.0,0.2,0.4,1.4,3.4
Rumeal Robinson,30,12,0,7.3,1.3,2.8,0.47100000000000003,0.3,0.8,0.3,1.1,2.0,0.542,0.515,0.1,0.3,0.25,0.1,0.5,0.6,0.7,0.1,0.0,0.4,0.7,3.0
Dexter Boney,26,8,0,6.0,0.8,2.4,0.316,0.1,0.8,0.16699999999999998,0.6,1.6,0.385,0.342,0.8,1.0,0.75,0.4,0.4,0.8,0.0,0.3,0.1,0.1,0.4,2.4
Horacio Llamas Grey,23,20,2,5.1,0.8,1.4,0.536,0.0,0.0,,0.8,1.4,0.536,0.536,0.2,0.4,0.5,0.2,0.7,0.9,0.2,0.5,0.3,0.6,1.3,1.7
Ben Davis,24,20,0,4.9,0.5,1.3,0.385,0.0,0.0,,0.5,1.3,0.385,0.385,0.5,1.0,0.45,0.6,0.8,1.4,0.0,0.2,0.1,0.2,0.8,1.5
