Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,13,267,LAC,Los Angeles Clippers,22.0,NBA,PG,11.0,189.0,22.2,0.62,0.11,0.25,7.8,9.1,8.5,23.6,3.7,1.7,17.6,21.7,0.5,0.2,0.7,0.17,3.1,3.1,6.2,0.4
2013,13,267,LAC,Los Angeles Clippers,23.0,NBA,PG,6.0,97.0,19.8,0.55,0.3,0.4,2.7,16.6,9.9,32.1,1.1,2.4,12.4,20.1,0.2,0.0,0.3,0.12,4.3,1.2,5.5,0.2
2018,17,267,MIL,Milwaukee Bucks,28.0,NBA,PG,7.0,225.0,12.9,0.51,0.26,0.24,1.7,10.9,6.6,18.1,1.6,2.4,13.9,23.3,-0.1,0.2,0.1,0.03,-0.7,-2.1,-2.8,0.0
2019,17,267,MIL,Milwaukee Bucks,29.0,NBA,PG,15.0,423.0,14.2,0.49,0.39,0.28,4.9,8.2,6.6,23.7,1.8,1.3,13.7,24.4,0.0,0.7,0.7,0.08,-0.2,0.0,-0.2,0.2
2020,17,267,MIL,Milwaukee Bucks,30.0,NBA,PG,9.0,267.0,12.6,0.48,0.33,0.26,2.0,14.7,8.2,29.0,2.0,2.4,17.4,21.3,-0.1,0.4,0.3,0.05,-1.4,1.2,-0.2,0.1
