Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
368,52.0,11.0,184.2,5.58,11.7,0.48,3.12,6.42,0.49,2.48,5.28,0.47,0.2,0.24,0.83,1.66,5.14,6.8,3.58,0.64,0.16,1.18,2.64,14.5
