Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",23.0,NBA,C,50.0,1771.0,17.4,0.53,0.01,0.38,7.6,21.9,14.4,9.6,1.5,3.6,15.3,26.5,0.0,3.1,3.1,0.08,-0.1,1.2,1.1,1.4
1987,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",24.0,NBA,PF,63.0,2206.0,18.9,0.55,0.01,0.39,7.9,20.4,14.1,7.8,2.0,3.9,15.6,27.7,0.6,2.8,3.5,0.08,-0.2,0.6,0.4,1.3
1988,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",25.0,NBA,C,82.0,2546.0,21.9,0.59,0.0,0.4,10.7,20.0,15.2,8.3,2.0,6.0,17.1,26.8,3.4,4.7,8.1,0.15,1.9,2.4,4.2,4.0
1989,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",26.0,NBA,C,80.0,2896.0,22.1,0.61,0.0,0.38,8.0,20.7,14.2,9.5,1.9,5.6,15.1,23.6,6.2,4.7,10.9,0.18,2.3,2.3,4.5,4.8
1990,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",27.0,NBA,C,82.0,3165.0,25.8,0.6,0.0,0.39,8.5,22.4,15.7,10.0,1.2,5.9,12.4,29.4,8.3,5.3,13.5,0.2,3.7,1.8,5.5,6.0
1991,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",28.0,NBA,C,81.0,3104.0,23.7,0.56,0.0,0.38,7.4,25.7,16.8,14.1,1.3,5.0,13.2,31.1,4.4,5.6,10.0,0.16,2.5,1.7,4.2,4.9
1992,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",29.0,NBA,C,82.0,3150.0,22.8,0.56,0.0,0.34,8.4,24.9,16.8,8.5,1.4,5.0,10.7,27.2,6.1,6.9,13.0,0.2,2.6,2.2,4.9,5.5
1993,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",30.0,NBA,C,81.0,3003.0,20.8,0.55,0.0,0.36,7.3,28.4,18.2,9.2,1.3,3.6,12.9,29.7,2.6,8.1,10.6,0.17,1.4,2.0,3.4,4.0
1994,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",31.0,NBA,C,79.0,2972.0,22.9,0.55,0.01,0.39,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,5.1,8.0,13.1,0.21,2.5,2.7,5.2,5.5
1995,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",32.0,NBA,C,79.0,2920.0,21.9,0.56,0.01,0.39,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,3.1,6.5,9.6,0.16,1.8,1.8,3.5,4.1
1996,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",33.0,NBA,C,76.0,2783.0,20.9,0.52,0.02,0.32,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,0.12,0.3,1.3,1.6,2.5
1997,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",34.0,NBA,C,78.0,2887.0,21.3,0.55,0.01,0.43,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,2.9,6.9,9.8,0.16,0.9,1.9,2.8,3.5
1998,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",35.0,NBA,C,26.0,848.0,23.3,0.56,0.0,0.46,8.3,29.3,18.8,6.8,1.0,5.3,13.7,31.1,1.0,2.0,3.0,0.17,2.4,1.8,4.2,1.3
1999,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",36.0,NBA,C,38.0,1300.0,19.4,0.49,0.0,0.41,7.0,26.5,17.1,7.0,1.3,6.0,12.9,28.4,0.2,3.1,3.3,0.12,0.1,1.8,1.9,1.3
2000,20,883,NYK,New York Knicks,Patrick Ewing,"August 5, 1962",37.0,NBA,C,62.0,2035.0,16.9,0.52,0.0,0.36,8.4,26.2,17.6,5.2,1.0,3.1,13.6,24.3,0.9,3.9,4.8,0.11,-0.6,0.4,-0.2,0.9
2001,21,883,SEA,Seattle Supersonics,Patrick Ewing,"August 5, 1962",38.0,NBA,C,79.0,2107.0,12.9,0.48,0.0,0.37,6.8,25.0,15.9,7.0,1.3,3.1,16.0,20.3,-0.5,2.5,2.0,0.05,-2.9,-0.2,-3.2,-0.6
2002,22,883,ORL,Orlando Magic,Patrick Ewing,"August 5, 1962",39.0,NBA,C,65.0,901.0,14.4,0.5,0.0,0.4,7.4,25.3,16.3,6.3,1.3,3.5,14.2,22.7,0.0,1.3,1.4,0.07,-3.2,0.0,-3.2,-0.3
