Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
2000,13,LAC,Los Angeles Clippers,15,67,0.18,7th of 7,-10.73,93.9,0.8,97.8,-6.3,110.1,6.0,,"C. Ford (11-34), J. Todd (4-33)"
