Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,3,2820,BRK,Brooklyn Nets,22.0,NBA,PG,38,0,221,5.2,14.2,0.37,1.0,2.1,0.46,4.2,12.1,0.35,2.4,4.4,0.56,0.3,2.6,2.9,3.4,2.1,0.0,4.1,4.1,13.8
2014,3,2820,BRK,Brooklyn Nets,23.0,NBA,PG,23,3,270,4.1,12.1,0.34,0.4,1.6,0.25,3.7,10.5,0.35,3.2,4.0,0.8,0.4,1.6,2.0,4.8,1.6,0.1,4.1,3.9,11.9
