PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Chris Bosh,24.0,77.0,2928.0,0.48700000000000004,0.49700000000000005,0.245,0.49200000000000005,0.8170000000000001,0.569,0.488,0.039,106.0,102.0,67.0,98.0,106.0,105.0,160.0,17.0,-20.5,75.3
Andrea Bargnani,23.0,78.0,2453.0,0.45,0.46799999999999997,0.409,0.512,0.831,0.5589999999999999,0.278,0.304,98.0,96.0,111.0,102.0,108.0,103.0,91.0,136.0,23.4,31.5
Jason Kapono,27.0,68.0,2333.0,0.49700000000000005,0.5379999999999999,0.406,0.561,0.981,0.613,0.239,0.314,108.0,111.0,111.0,112.0,127.0,113.0,78.0,140.0,78.3,98.1
Anthony Parker,33.0,80.0,2637.0,0.426,0.44299999999999995,0.39,0.488,0.835,0.524,0.192,0.32,93.0,91.0,106.0,98.0,108.0,96.0,63.0,143.0,-17.7,-33.4
Jason Kapono,27.0,80.0,1831.0,0.43200000000000005,0.435,0.428,0.513,0.809,0.525,0.07,0.379,94.0,90.0,117.0,103.0,105.0,96.0,23.0,169.0,16.2,-23.7
Joey Graham,26.0,78.0,1541.0,0.48100000000000004,0.491,0.188,0.484,0.825,0.542,0.33299999999999996,0.033,105.0,101.0,51.0,97.0,107.0,100.0,109.0,15.0,-14.8,-2.3
Jermaine O'Neal,30.0,41.0,1216.0,0.473,0.474,0.0,0.473,0.81,0.526,0.305,0.002,103.0,98.0,,95.0,105.0,97.0,100.0,1.0,-24.8,-19.3
Jamario Moon,28.0,54.0,1379.0,0.473,0.541,0.345,0.5329999999999999,0.846,0.569,0.205,0.34700000000000003,103.0,112.0,94.0,107.0,110.0,104.0,67.0,155.0,21.1,16.7
Shawn Marion,30.0,27.0,954.0,0.488,0.501,0.154,0.491,0.8059999999999999,0.523,0.18100000000000002,0.038,106.0,103.0,42.0,98.0,105.0,96.0,59.0,17.0,-5.9,-16.1
Roko Ukić,24.0,72.0,890.0,0.38,0.42700000000000005,0.177,0.397,0.733,0.429,0.185,0.191,83.0,88.0,48.0,79.0,95.0,79.0,61.0,85.0,-66.9,-80.5
Will Solomon,30.0,39.0,544.0,0.436,0.516,0.263,0.478,0.833,0.504,0.133,0.315,95.0,106.0,72.0,96.0,108.0,93.0,43.0,141.0,-7.9,-15.6
Kris Humphries,23.0,29.0,265.0,0.42200000000000004,0.42200000000000004,,0.42200000000000004,0.792,0.513,0.5329999999999999,0.0,92.0,87.0,,84.0,103.0,94.0,174.0,,-14.0,-7.0
Pops Mensah-Bonsu,25.0,19.0,263.0,0.354,0.36200000000000004,0.0,0.354,0.6829999999999999,0.42100000000000004,0.42700000000000005,0.021,77.0,75.0,,71.0,89.0,77.0,140.0,9.0,-28.0,-28.2
Patrick O'Bryant,22.0,13.0,147.0,0.547,0.569,0.0,0.547,0.375,0.54,0.151,0.038,119.0,117.0,,109.0,49.0,99.0,49.0,17.0,5.0,-0.5
Jake Voskuhl,31.0,38.0,240.0,0.267,0.267,,0.267,0.7859999999999999,0.342,0.311,0.0,58.0,55.0,,53.0,102.0,63.0,102.0,,-21.0,-20.7
Quincy Douby,24.0,7.0,73.0,0.545,0.615,0.444,0.636,0.75,0.652,0.182,0.409,119.0,127.0,121.0,127.0,97.0,120.0,59.0,183.0,6.0,5.1
Marcus Banks,27.0,6.0,40.0,0.33299999999999996,0.385,0.2,0.361,0.33299999999999996,0.36200000000000004,0.16699999999999998,0.278,73.0,79.0,55.0,72.0,43.0,67.0,55.0,124.0,-5.0,-7.0
Hassan Adams,24.0,12.0,52.0,0.308,0.308,,0.308,0.5,0.35200000000000004,0.462,0.0,67.0,63.0,,62.0,65.0,65.0,151.0,,-5.0,-6.0
Nathan Jawai,22.0,6.0,19.0,0.25,0.25,,0.25,,0.25,0.0,0.0,54.0,52.0,,50.0,,46.0,,,-2.0,-2.4
Team,,,,0.455,0.474,0.384,0.496,0.833,0.547,0.292,0.21,99.0,98.0,105.0,99.0,108.0,100.0,95.0,94.0,-43.9,28.9
League Average,,,,0.45899999999999996,0.485,0.36700000000000005,0.5,0.7709999999999999,0.544,0.306,0.22399999999999998,,,,,,,,,,
