PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Dikembe Mutombo,27,12,511,17.8,0.526,0.0,0.907,9.3,22.8,16.3,7.3,0.9,9.3,16.6,16.4,,0.4,0.9,1.3,0.121,,-0.1,3.9,3.8,0.7
LaPhonso Ellis,23,12,436,16.6,0.534,0.042,0.38,7.4,18.0,12.8,11.9,1.1,1.7,10.3,19.6,,0.8,0.4,1.2,0.131,,1.1,1.0,2.1,0.4
Bryant Stith,23,12,413,13.9,0.53,0.01,0.588,6.6,8.9,7.8,11.3,1.5,0.3,9.8,15.9,,0.8,0.2,1.0,0.115,,0.4,0.8,1.1,0.3
Reggie Williams,29,12,405,14.7,0.52,0.336,0.235,5.3,11.9,8.7,20.5,1.2,2.0,14.6,21.9,,0.4,0.3,0.8,0.08900000000000001,,0.7,1.1,1.8,0.4
Mahmoud Abdul-Rauf,24,12,339,11.8,0.462,0.24,0.201,1.1,5.0,3.1,18.0,0.8,0.2,7.7,24.8,,0.2,0.1,0.3,0.042,,-0.8,-1.9,-2.7,-0.1
Robert Pack,24,12,332,12.0,0.496,0.16899999999999998,0.466,1.8,7.8,4.9,29.9,3.0,1.2,24.4,26.2,,-0.4,0.3,-0.1,-0.013999999999999999,,-1.9,0.1,-1.8,0.0
Bison Dele,24,12,289,17.9,0.59,0.0,0.539,13.6,21.7,17.8,7.4,0.8,2.6,15.3,17.7,,0.6,0.3,0.9,0.153,,0.8,0.7,1.5,0.2
Rodney Rogers,22,12,190,12.4,0.501,0.38799999999999996,0.551,5.0,7.7,6.4,15.1,2.0,2.2,11.6,16.7,,0.2,0.2,0.4,0.091,,-0.5,1.7,1.2,0.2
Tom Hammonds,26,8,49,7.7,0.387,0.0,0.667,12.1,18.3,15.3,6.6,0.0,0.0,7.9,11.9,,0.0,0.0,0.1,0.055,,-2.3,-1.8,-4.1,0.0
Darnell Mee,22,3,30,8.2,0.583,0.667,0.0,0.0,7.5,3.8,11.9,5.5,0.0,33.3,13.9,,0.0,0.0,0.0,0.01,,-3.3,4.9,1.6,0.0
Mark Randall,26,2,6,5.8,0.0,0.0,0.0,19.8,74.6,48.1,0.0,0.0,11.4,50.0,15.4,,0.0,0.0,0.0,-0.153,,-10.6,2.9,-7.7,0.0
Kevin Brooks,24,2,5,15.5,0.317,0.14300000000000002,0.28600000000000003,23.8,22.4,23.1,0.0,0.0,0.0,0.0,72.8,,0.0,0.0,0.0,-0.299,,-3.0,-12.5,-15.5,0.0
