PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Derrick McKey,27,16,587,11.5,0.47600000000000003,0.16899999999999998,0.331,6.9,13.1,10.1,19.2,2.4,1.2,19.7,15.8,,0.1,1.0,1.1,0.091,,-0.1,1.8,1.7,0.5
Dale Davis,24,16,578,11.2,0.505,0.009000000000000001,0.34,13.7,19.3,16.6,3.2,1.7,2.3,19.8,12.0,,0.0,1.1,1.1,0.095,,-0.9,0.0,-0.8,0.2
Reggie Miller,28,16,576,21.9,0.581,0.307,0.415,2.4,7.5,5.0,16.5,2.0,0.5,9.1,28.0,,2.1,0.7,2.8,0.23600000000000002,,6.8,0.7,7.5,1.4
Haywoode Workman,28,16,511,12.4,0.433,0.16,0.29,2.7,9.1,6.0,36.2,3.0,0.2,20.5,16.7,,0.1,0.8,0.9,0.08900000000000001,,-0.3,1.3,1.0,0.4
Rik Smits,27,16,450,16.1,0.522,0.0,0.284,6.4,15.7,11.3,14.9,1.2,1.5,14.9,29.4,,0.3,0.7,1.0,0.109,,0.0,0.1,0.1,0.2
Antonio Davis,25,16,401,14.9,0.568,0.011000000000000001,0.764,11.6,20.0,16.0,3.0,1.5,3.5,15.6,16.1,,0.5,0.8,1.3,0.151,,-0.1,0.9,0.8,0.3
Vern Fleming,31,16,247,14.7,0.56,0.066,0.263,6.1,4.2,5.1,28.8,2.2,0.3,20.6,19.8,,0.3,0.3,0.6,0.11900000000000001,,1.2,1.1,2.3,0.3
Byron Scott,32,16,239,15.8,0.528,0.198,0.531,5.3,11.2,8.3,15.7,2.7,0.6,17.4,27.5,,0.2,0.4,0.6,0.11599999999999999,,1.4,0.8,2.3,0.3
Sam Mitchell,30,15,99,4.2,0.37799999999999995,0.038,0.154,6.4,14.1,10.4,8.4,1.1,1.6,12.6,14.7,,-0.1,0.2,0.1,0.033,,-6.5,-0.2,-6.7,-0.1
Kenny Williams,24,12,91,7.3,0.386,0.0,0.08,8.3,14.0,11.3,9.3,3.0,2.5,16.2,15.6,,-0.1,0.2,0.1,0.049,,-4.8,2.1,-2.7,0.0
LaSalle Thompson,32,7,39,10.2,0.406,0.0,0.273,9.7,20.9,15.5,21.7,4.2,2.0,24.5,19.2,,-0.1,0.1,0.0,0.055,,-5.0,5.0,0.0,0.0
Lester Conner,34,6,22,12.1,0.51,0.0,0.4,5.7,15.8,11.0,0.0,2.5,0.0,0.0,12.3,,0.0,0.0,0.1,0.177,,-2.2,3.7,1.5,0.0
