PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
John Salley,29,5,201,10.2,0.429,0.0,0.281,8.6,13.5,11.0,7.0,0.5,1.7,8.6,15.5,,0.1,0.1,0.2,0.040999999999999995,,-0.7,-1.0,-1.7,0.0
Glen Rice,26,5,195,11.4,0.45399999999999996,0.33799999999999997,0.11800000000000001,3.3,17.4,10.2,9.4,3.0,0.7,16.4,19.5,,-0.1,0.2,0.1,0.022000000000000002,,-0.6,0.8,0.2,0.1
Steve Smith,24,5,192,18.2,0.527,0.275,0.313,9.6,7.7,8.6,11.3,1.1,0.7,9.9,23.4,,0.5,0.0,0.5,0.131,,5.4,-1.3,4.1,0.3
Rony Seikaly,28,5,165,12.1,0.48700000000000004,0.0,0.7190000000000001,12.4,19.2,15.8,8.2,1.3,2.9,20.7,14.3,,0.0,0.2,0.2,0.057,,-1.3,0.1,-1.2,0.0
Bimbo Coles,25,5,140,19.6,0.604,0.085,0.489,1.5,9.7,5.5,24.3,2.7,0.5,16.1,21.6,,0.4,0.1,0.5,0.158,,2.3,2.5,4.8,0.2
Brian Shaw,27,5,112,8.3,0.42100000000000004,0.317,0.293,2.9,17.2,9.9,15.0,1.9,0.6,21.9,23.5,,-0.3,0.1,-0.2,-0.081,,-3.5,-1.0,-4.5,-0.1
Grant Long,27,4,110,14.0,0.512,0.0,0.75,9.8,8.2,9.0,11.5,1.5,1.2,17.3,23.4,,0.1,0.0,0.1,0.063,,0.2,-0.5,-0.3,0.0
Harold Miner,22,4,57,18.6,0.519,0.0,0.423,5.7,9.9,7.8,7.5,0.9,0.0,6.1,25.6,,0.1,0.0,0.2,0.128,,3.2,-1.4,1.8,0.1
Willie Burton,25,2,11,-11.2,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.2,,-0.1,0.0,-0.1,-0.29,,-15.4,-4.6,-20.0,-0.1
Matt Geiger,24,2,11,0.7,0.174,0.0,1.0,0.0,41.2,20.1,0.0,0.0,0.0,0.0,11.6,,0.0,0.0,0.0,-0.076,,-6.0,-2.9,-8.9,0.0
Keith Askins,26,1,6,-17.7,0.0,0.0,0.0,18.0,0.0,9.2,0.0,0.0,0.0,66.7,22.2,,-0.1,0.0,-0.1,-0.622,,-15.9,-8.0,-23.9,0.0
