PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Hakeem Olajuwon,31,23,989,27.7,0.568,0.008,0.313,6.8,21.2,14.5,20.4,2.2,6.5,12.4,31.4,,2.3,2.0,4.3,0.20800000000000002,,4.2,4.3,8.5,2.6
Vernon Maxwell,28,23,880,10.4,0.47100000000000003,0.439,0.172,1.7,8.3,5.2,17.6,1.2,0.2,12.7,20.5,,-0.2,0.5,0.3,0.017,,-2.0,-1.2,-3.2,-0.3
Otis Thorpe,31,23,854,14.4,0.584,0.01,0.345,9.7,19.7,15.1,10.1,0.8,0.8,14.2,14.2,,1.4,1.0,2.4,0.133,,-0.3,0.3,-0.1,0.4
Robert Horry,23,23,778,16.7,0.541,0.39399999999999996,0.226,6.4,13.5,10.2,16.7,2.4,1.8,9.8,16.5,,1.5,1.0,2.5,0.152,,2.4,2.7,5.0,1.4
Kenny Smith,28,23,696,14.7,0.585,0.402,0.275,0.9,7.4,4.4,21.4,1.7,0.4,13.5,16.4,,1.3,0.5,1.7,0.11900000000000001,,0.9,0.5,1.4,0.6
Sam Cassell,24,22,478,16.3,0.537,0.281,0.46299999999999997,4.8,8.8,7.0,31.2,2.3,0.7,19.6,23.3,,0.6,0.5,1.1,0.111,,0.4,1.3,1.7,0.4
Mario Elie,30,23,382,11.9,0.529,0.302,0.44299999999999995,2.9,8.5,5.9,15.4,1.1,0.5,14.2,18.0,,0.4,0.2,0.6,0.076,,-1.3,-0.5,-1.8,0.0
Carl Herrera,27,16,248,10.8,0.5770000000000001,0.0,0.276,6.9,13.2,10.2,1.9,1.1,0.8,9.7,13.5,,0.3,0.2,0.5,0.106,,-2.9,0.4,-2.5,0.0
Earl Cureton,36,10,100,9.9,0.8270000000000001,0.0,0.2,7.3,24.2,16.4,3.0,0.5,1.4,21.6,6.5,,0.2,0.1,0.3,0.14400000000000002,,-3.8,2.3,-1.5,0.0
Chris Jent,24,11,62,4.5,0.325,0.65,0.0,2.0,13.6,8.2,16.7,1.7,0.0,13.0,17.3,,-0.1,0.1,-0.1,-0.06,,-4.4,-0.3,-4.8,0.0
Matt Bullard,26,10,55,6.7,0.355,0.526,0.42100000000000004,4.4,15.3,10.3,0.0,1.0,2.5,0.0,19.1,,-0.1,0.1,0.0,-0.004,,-4.6,-0.9,-5.5,0.0
Scott Brooks,28,5,23,22.8,0.8540000000000001,0.16699999999999998,0.16699999999999998,5.3,4.6,4.9,24.2,0.0,0.0,0.0,13.0,,0.1,0.0,0.1,0.27699999999999997,,4.7,2.4,7.1,0.0
