SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1994,24,PHO,Kevin Johnson,27,10,427,22.1,0.54,0.05,0.38,2.4,7.0,4.6,37.8,1.2,0.2,12.1,28.4,,1.3,-0.1,1.2,0.14,,4.9,-1.9,3.0,0.5
1994,24,PHO,Charles Barkley,30,10,425,27.8,0.57,0.18,0.26,8.4,27.0,17.1,20.0,3.0,1.5,10.1,27.0,,1.5,0.4,1.8,0.21,,7.0,1.9,8.8,1.1
1994,24,PHO,Dan Majerle,28,10,410,9.7,0.46,0.46,0.13,3.8,8.2,5.8,8.2,1.4,0.7,6.9,15.1,,0.2,-0.1,0.2,0.02,,-1.0,-1.4,-2.4,-0.1
1994,24,PHO,A.C. Green,30,10,350,16.0,0.57,0.2,0.75,8.7,18.8,13.4,5.2,1.4,0.4,6.0,14.4,,0.9,0.0,0.9,0.12,,1.9,-1.0,0.9,0.3
1994,24,PHO,Danny Ainge,34,10,230,14.7,0.63,0.68,0.36,3.2,8.3,5.6,12.9,1.3,0.3,6.8,13.7,,0.7,0.0,0.6,0.14,,1.9,0.6,2.6,0.3
1994,24,PHO,Cedric Ceballos,24,10,212,16.4,0.5,0.02,0.19,7.9,15.8,11.6,6.1,1.9,0.7,9.8,22.7,,0.2,0.0,0.2,0.05,,0.9,-2.4,-1.5,0.0
1994,24,PHO,Oliver Miller,23,10,146,14.3,0.58,0.0,0.26,10.0,24.5,16.8,12.5,2.1,5.7,30.2,12.7,,0.0,0.1,0.2,0.06,,-1.9,2.6,0.7,0.1
1994,24,PHO,Joe Kleine,32,8,81,10.9,0.46,0.0,0.21,6.5,17.7,11.7,5.5,0.6,3.4,6.1,17.3,,0.0,0.0,0.1,0.04,,-3.8,-0.3,-4.0,0.0
1994,24,PHO,Mark West,33,7,69,8.3,0.44,0.0,0.67,16.7,15.6,16.2,0.0,0.0,7.0,17.1,14.6,,0.0,0.0,0.0,0.03,,-6.5,-1.6,-8.2,-0.1
1994,24,PHO,Frank Johnson,35,7,46,-3.3,0.12,0.17,0.17,4.5,5.2,4.8,13.6,2.2,0.0,18.9,14.9,,-0.2,0.0,-0.2,-0.22,,-10.1,-4.0,-14.1,-0.1
1994,24,PHO,Skeeter Henry,26,3,16,0.6,0.17,0.33,0.0,6.5,14.9,10.5,24.7,0.0,0.0,14.3,18.8,,-0.1,0.0,-0.1,-0.22,,-6.3,-4.3,-10.6,0.0
1994,24,PHO,Elliot Perry,24,4,13,-9.5,0.14,0.0,0.0,0.0,0.0,0.0,10.3,3.9,0.0,12.5,26.5,,-0.1,0.0,-0.1,-0.41,,-13.7,-4.1,-17.8,-0.1
