PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
David Robinson,28,4,146,22.0,0.47100000000000003,0.013999999999999999,0.37,9.1,22.6,15.2,19.5,1.1,4.7,9.6,28.9,,0.2,0.1,0.3,0.105,,4.7,1.5,6.2,0.3
Dale Ellis,33,4,114,9.3,0.465,0.395,0.11599999999999999,2.7,7.5,4.9,1.6,1.4,0.0,8.1,19.4,,0.0,0.0,0.0,-0.003,,-1.1,-1.5,-2.6,0.0
Dennis Rodman,32,3,114,16.4,0.469,0.20800000000000002,0.25,21.5,25.7,23.4,3.0,2.9,2.4,18.4,12.9,,0.1,0.1,0.2,0.08199999999999999,,0.2,-0.4,-0.2,0.1
Negele Knight,26,4,108,8.0,0.4,0.073,0.293,2.8,3.4,3.1,19.2,1.5,0.0,13.1,22.2,,-0.1,0.0,-0.1,-0.055999999999999994,,-3.3,-2.0,-5.3,-0.1
Willie Anderson,27,4,106,11.7,0.41200000000000003,0.027000000000000003,0.18899999999999997,2.9,5.8,4.2,20.0,2.6,1.3,9.1,18.7,,0.0,0.0,0.0,0.006,,-0.8,0.7,-0.1,0.1
Vinny Del Negro,27,4,93,12.4,0.49700000000000005,0.14800000000000002,0.185,1.1,7.9,4.2,34.0,0.6,0.0,17.0,17.0,,0.1,0.0,0.0,0.023,,0.1,-1.5,-1.4,0.0
Terry Cummings,32,4,72,24.0,0.5870000000000001,0.0,0.545,14.2,25.5,19.3,5.1,3.8,2.8,12.8,19.5,,0.2,0.1,0.3,0.20800000000000002,,1.9,3.3,5.2,0.1
Lloyd Daniels,26,4,66,11.4,0.527,0.4,0.1,3.1,13.0,7.6,7.9,0.0,1.0,8.7,15.6,,0.1,0.0,0.1,0.059000000000000004,,0.4,-0.7,-0.3,0.0
J.R. Reid,25,4,56,6.5,0.32299999999999995,0.0,0.23800000000000002,5.5,19.7,11.9,9.1,1.0,2.4,4.1,19.4,,-0.1,0.0,-0.1,-0.044000000000000004,,-5.2,-0.2,-5.4,0.0
Antoine Carr,32,3,37,20.2,0.602,0.0,0.818,2.8,0.0,1.5,14.4,1.5,3.7,0.0,18.2,,0.2,0.0,0.2,0.244,,3.6,4.6,8.2,0.1
Sleepy Floyd,33,4,37,-5.5,0.307,0.0,0.5,0.0,3.3,1.5,4.2,0.0,0.0,29.1,16.7,,-0.2,0.0,-0.2,-0.252,,-10.7,-4.5,-15.2,-0.1
Jack Haley,30,3,11,57.9,0.611,0.0,0.75,27.9,44.5,35.4,54.4,0.0,0.0,0.0,43.5,,0.1,0.0,0.2,0.7020000000000001,,19.1,4.0,23.1,0.1
