Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,23,1376,PHI,Philadelphia 76Ers,21.0,NBA,SG,5.0,192.0,14.4,0.51,0.21,0.28,4.9,10.6,7.5,12.9,4.0,2.2,9.4,13.4,,0.1,0.2,0.4,0.09,,0.4,3.1,3.5,0.3
2008,23,1376,PHI,Philadelphia 76Ers,24.0,NBA,SF,6.0,234.0,10.6,0.45,0.2,0.62,3.1,12.8,7.8,23.3,3.1,0.3,22.8,22.8,,-0.4,0.3,-0.1,-0.03,,-1.5,0.7,-0.9,0.1
2009,23,1376,PHI,Philadelphia 76Ers,25.0,NBA,SF,6.0,269.0,18.0,0.55,0.29,0.47,2.9,14.7,8.9,27.3,2.2,0.0,16.9,25.7,,0.2,0.2,0.4,0.08,,3.9,0.6,4.5,0.4
2011,23,1376,PHI,Philadelphia 76Ers,27.0,NBA,SF,5.0,182.0,14.4,0.49,0.27,0.27,4.2,17.0,10.5,32.0,1.5,0.9,19.4,19.1,,0.0,0.1,0.2,0.04,,-0.3,1.4,1.1,0.1
2012,23,1376,PHI,Philadelphia 76Ers,28.0,NBA,SF,13.0,505.0,13.4,0.48,0.32,0.37,3.6,13.4,8.2,17.2,2.0,0.8,9.8,18.4,,0.3,0.8,1.1,0.1,,0.5,1.6,2.0,0.5
2013,8,1376,DEN,Denver Nuggets,29.0,NBA,SG,6.0,243.0,19.9,0.62,0.38,0.33,4.0,20.9,11.6,21.3,2.4,0.7,16.3,18.3,,0.6,0.1,0.7,0.14,,4.3,2.3,6.6,0.5
2014,10,1376,GSW,Golden State Warriors,30.0,NBA,SF,7.0,248.0,12.6,0.6,0.24,0.53,2.3,13.2,7.6,18.7,1.8,0.7,21.5,16.7,,0.2,0.1,0.3,0.05,,0.0,1.5,1.5,0.2
2015,10,1376,GSW,Golden State Warriors,31.0,NBA,SF,21.0,635.0,15.4,0.55,0.48,0.38,2.8,13.2,8.1,18.0,2.0,0.9,6.6,15.1,,1.3,1.0,2.2,0.17,,1.7,2.8,4.5,1.0
2016,10,1376,GSW,Golden State Warriors,32.0,NBA,SF,24.0,767.0,13.8,0.56,0.4,0.35,5.0,9.7,7.4,16.6,1.9,1.0,10.8,12.1,,1.5,0.7,2.1,0.13,,1.2,1.8,3.0,1.0
2017,10,1376,GSW,Golden State Warriors,33.0,NBA,SF,16.0,419.0,10.5,0.51,0.42,0.26,2.5,13.5,8.4,15.5,1.6,1.4,12.5,13.2,,0.2,0.6,0.9,0.1,,-1.2,1.3,0.1,0.2
2018,10,1376,GSW,Golden State Warriors,34.0,NBA,SF,15.0,401.0,14.7,0.61,0.44,0.4,3.2,14.8,9.3,13.6,2.6,1.5,12.3,12.7,,0.7,0.7,1.4,0.17,,0.0,2.8,2.9,0.5
2019,10,1376,GSW,Golden State Warriors,35.0,NBA,SF,21.0,629.0,15.2,0.56,0.48,0.22,5.1,11.4,8.3,18.4,1.9,3.6,10.3,14.0,,1.1,0.5,1.5,0.12,,1.7,2.0,3.7,0.9
2020,16,1376,MIA,Miami Heat,36.0,NBA,SF,21.0,410.0,9.3,0.58,0.6,0.11,3.2,11.7,7.6,10.7,2.1,3.1,17.1,9.1,,0.2,0.5,0.7,0.08,,-1.5,2.2,0.6,0.3
