Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,21,348,SEA,Seattle Supersonics,Frank Brickowski,1959-08-14,25.0,NBA,C,78.0,9.0,1115.0,4.8,9.8,0.49,0.0,0.1,0.0,4.8,9.7,0.5,2.7,4.1,0.67,2.5,5.9,8.4,3.2,1.1,0.5,3.2,5.5,12.4
1986,21,348,SEA,Seattle Supersonics,Frank Brickowski,1959-08-14,26.0,NBA,C,40.0,2.0,311.0,3.5,6.7,0.52,0.0,0.0,,3.5,6.7,0.52,2.1,3.1,0.67,1.9,4.4,6.3,2.4,1.3,0.8,2.7,8.6,9.0
1987,31,348,TOT,Total After Trade,Frank Brickowski,1959-08-14,27.0,NBA,"C,PF",44.0,0.0,487.0,4.7,9.2,0.51,0.0,0.3,0.0,4.7,8.9,0.52,3.7,5.2,0.71,3.5,5.0,8.6,1.3,1.5,0.4,2.4,8.7,13.0
1987,14,348,LAL,Los Angeles Lakers,Frank Brickowski,1959-08-14,27.0,NBA,PF,37.0,0.0,404.0,4.7,8.4,0.56,0.0,0.0,,4.7,8.4,0.56,3.6,5.3,0.68,3.6,5.1,8.6,1.1,1.2,0.4,2.2,9.4,13.0
1987,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,27.0,NBA,C,7.0,0.0,83.0,4.3,13.0,0.33,0.0,1.7,0.0,4.3,11.3,0.38,4.3,4.8,0.91,3.5,4.8,8.2,2.2,2.6,0.9,3.0,5.6,13.0
1988,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,28.0,NBA,C,70.0,68.0,2227.0,6.9,13.0,0.53,0.0,0.1,0.2,6.9,12.9,0.53,4.3,5.6,0.77,2.7,5.1,7.8,4.3,1.2,0.6,3.3,4.4,18.1
1989,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,29.0,NBA,C,64.0,60.0,1822.0,6.7,12.9,0.52,0.0,0.0,0.0,6.7,12.9,0.52,4.0,5.6,0.72,2.9,5.1,8.0,2.6,2.0,0.7,3.3,5.0,17.3
1990,27,348,SAS,San Antonio Spurs,Frank Brickowski,1959-08-14,30.0,NBA,C,78.0,12.0,1438.0,5.3,9.7,0.55,0.0,0.1,0.0,5.3,9.6,0.55,2.4,3.5,0.67,2.2,6.0,8.2,2.6,1.7,0.9,2.3,5.7,12.9
1991,17,348,MIL,Milwaukee Bucks,Frank Brickowski,1959-08-14,31.0,NBA,PF,75.0,73.0,1912.0,7.0,13.3,0.53,0.0,0.0,0.0,7.0,13.3,0.53,3.7,4.7,0.8,2.4,5.6,8.0,2.5,1.6,0.8,3.0,4.8,17.7
1992,17,348,MIL,Milwaukee Bucks,Frank Brickowski,1959-08-14,32.0,NBA,SF,65.0,60.0,1556.0,7.1,13.5,0.52,0.1,0.1,0.5,7.0,13.4,0.52,2.9,3.8,0.77,2.2,5.7,8.0,2.8,1.4,0.5,2.6,5.2,17.1
1993,17,348,MIL,Milwaukee Bucks,Frank Brickowski,1959-08-14,33.0,NBA,C,66.0,64.0,2075.0,7.9,14.5,0.55,0.1,0.5,0.31,7.8,14.1,0.55,3.4,4.6,0.73,2.1,4.9,7.0,3.4,1.4,0.8,3.5,4.1,19.3
1994,31,348,TOT,Total After Trade,Frank Brickowski,1959-08-14,34.0,NBA,C,71.0,46.0,2094.0,6.3,13.0,0.49,0.1,0.3,0.2,6.3,12.6,0.5,3.4,4.4,0.77,1.5,5.5,6.9,3.8,1.4,0.5,3.1,4.2,16.1
1994,17,348,MIL,Milwaukee Bucks,Frank Brickowski,1959-08-14,34.0,NBA,C,43.0,40.0,1441.0,6.3,13.0,0.48,0.1,0.4,0.17,6.2,12.6,0.49,3.7,4.8,0.78,1.3,5.6,7.0,4.1,1.3,0.4,3.1,4.1,16.3
1994,4,348,CHO,Charlotte Hornets,Frank Brickowski,1959-08-14,34.0,NBA,C,28.0,6.0,653.0,6.5,12.8,0.5,0.1,0.1,0.5,6.4,12.7,0.5,2.6,3.5,0.75,1.8,5.1,6.9,3.1,1.5,0.6,3.1,4.2,15.5
1996,21,348,SEA,Seattle Supersonics,Frank Brickowski,1959-08-14,36.0,NBA,C,63.0,8.0,986.0,4.5,9.2,0.49,1.2,2.9,0.4,3.3,6.3,0.53,2.2,3.1,0.71,0.9,4.6,5.5,2.1,0.9,0.3,2.8,6.8,12.4
1997,2,348,BOS,Boston Celtics,Frank Brickowski,1959-08-14,37.0,NBA,PF,17.0,2.0,255.0,4.5,10.3,0.44,1.0,2.8,0.35,3.5,7.5,0.47,1.4,2.0,0.71,0.8,4.0,4.8,2.1,0.7,0.6,2.7,5.9,11.4
