Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,25,1942,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",22.0,NBA,SG,45.0,20.0,827.0,7.2,16.1,0.44,0.7,1.7,0.39,6.5,14.4,0.45,3.1,4.5,0.68,2.2,5.8,8.0,5.5,2.2,1.0,2.4,6.0,18.1,,109.0,105.0
1996,25,1942,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",23.0,NBA,SG,81.0,73.0,2259.0,7.7,16.6,0.47,0.9,2.7,0.32,6.9,13.9,0.49,3.5,4.6,0.76,2.0,5.0,7.0,4.7,2.1,0.5,3.1,4.7,19.8,,108.0,104.0
1997,31,1942,TOT,Total After Trade,Aaron McKie,"October 2, 1972",24.0,NBA,SG,83.0,11.0,1625.0,5.1,12.3,0.41,1.4,3.5,0.4,3.7,8.8,0.42,3.1,3.7,0.84,1.3,6.1,7.5,5.4,2.6,0.7,3.0,4.4,14.6,,105.0,103.0
1997,25,1942,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",24.0,NBA,SG,41.0,8.0,775.0,3.6,10.6,0.34,1.6,3.7,0.42,2.0,6.9,0.3,2.8,3.3,0.84,0.9,5.4,6.3,5.7,2.3,1.0,3.3,4.2,11.6,,97.0,103.0
1997,9,1942,DET,Detroit Pistons,Aaron McKie,"October 2, 1972",24.0,NBA,SG,42.0,3.0,850.0,6.5,14.0,0.46,1.2,3.2,0.38,5.3,10.8,0.49,3.4,4.1,0.84,1.8,6.7,8.6,5.1,2.9,0.5,2.8,4.6,17.6,,111.0,102.0
1998,31,1942,TOT,Total After Trade,Aaron McKie,"October 2, 1972",25.0,NBA,"SF,SG",81.0,32.0,1813.0,4.1,11.2,0.36,0.4,1.9,0.19,3.7,9.4,0.4,1.2,1.6,0.76,1.7,5.1,6.8,5.2,3.0,0.4,2.2,4.8,9.8,,92.0,104.0
1998,9,1942,DET,Detroit Pistons,Aaron McKie,"October 2, 1972",25.0,NBA,SF,24.0,1.0,472.0,5.0,12.0,0.41,0.3,2.0,0.18,4.6,10.0,0.46,2.3,2.7,0.87,2.8,5.1,7.8,4.4,2.7,0.1,2.8,5.4,12.6,,99.0,104.0
1998,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",25.0,NBA,SG,57.0,31.0,1341.0,3.8,11.0,0.35,0.4,1.8,0.2,3.4,9.1,0.38,0.9,1.3,0.69,1.3,5.1,6.5,5.4,3.1,0.5,2.1,4.6,8.8,,89.0,105.0
1999,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",26.0,NBA,SG,50.0,4.0,959.0,5.4,13.4,0.4,0.3,1.8,0.19,5.0,11.6,0.43,2.5,3.5,0.71,1.5,6.4,7.9,5.6,3.6,0.2,3.2,5.1,13.6,,93.0,96.0
2000,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",27.0,NBA,SG,82.0,14.0,1952.0,6.5,15.7,0.41,1.2,3.2,0.36,5.3,12.5,0.42,3.2,3.9,0.83,1.2,5.3,6.5,6.4,2.9,0.5,3.0,5.1,17.3,,102.0,100.0
2001,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",28.0,NBA,SG,76.0,33.0,2394.0,7.5,15.8,0.47,1.2,3.8,0.31,6.3,12.0,0.52,3.3,4.3,0.77,0.7,6.2,6.9,8.3,2.3,0.2,4.5,3.9,19.4,,103.0,100.0
2002,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",29.0,NBA,SG,48.0,16.0,1471.0,8.1,18.0,0.45,1.9,4.7,0.4,6.2,13.3,0.47,3.5,4.5,0.79,1.0,6.1,7.0,6.6,2.1,0.5,3.4,2.7,21.6,,106.0,101.0
2003,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",30.0,NBA,SF,80.0,40.0,2374.0,6.3,14.7,0.43,0.8,2.5,0.33,5.5,12.3,0.45,2.5,3.0,0.84,1.3,6.4,7.7,6.1,2.9,0.2,2.4,3.9,15.9,,104.0,102.0
2004,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",31.0,NBA,SF,75.0,41.0,2112.0,6.8,14.9,0.46,1.9,4.4,0.44,4.9,10.5,0.47,2.2,2.9,0.76,1.2,5.4,6.5,5.0,2.2,0.6,2.7,3.7,17.8,,106.0,103.0
2005,23,1942,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",32.0,NBA,SG,68.0,3.0,1118.0,2.8,6.4,0.43,0.9,2.8,0.32,1.9,3.6,0.51,0.5,0.7,0.62,0.9,6.9,7.8,4.7,2.2,0.8,1.4,5.2,6.9,,107.0,104.0
2006,14,1942,LAL,Los Angeles Lakers,Aaron McKie,"October 2, 1972",33.0,NBA,PG,14.0,0.0,121.0,1.3,5.2,0.25,0.0,0.9,0.0,1.3,4.4,0.3,0.4,0.9,0.5,1.3,7.4,8.7,4.8,2.2,0.0,0.9,3.1,3.1,,90.0,105.0
2007,14,1942,LAL,Los Angeles Lakers,Aaron McKie,"October 2, 1972",34.0,NBA,SF,10.0,0.0,131.0,4.3,6.7,0.65,0.0,0.0,,4.3,6.7,0.65,0.0,0.0,,0.4,6.7,7.1,5.1,1.6,0.0,3.1,5.5,8.6,,101.0,110.0
