Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2010,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",20.0,NBA,PF,73.0,0.0,1323.0,201.0,370.0,0.54,1.0,2.0,0.5,200.0,368.0,0.54,0.55,58.0,92.0,0.63,138.0,259.0,397.0,10.0,25.0,97.0,68.0,194.0,461.0,0.0
2011,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",21.0,NBA,PF,82.0,44.0,2216.0,335.0,617.0,0.54,0.0,1.0,0.0,335.0,616.0,0.54,0.54,138.0,184.0,0.75,214.0,408.0,622.0,22.0,31.0,198.0,71.0,267.0,808.0,0.0
2012,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",22.0,NBA,PF,66.0,66.0,1792.0,262.0,490.0,0.54,1.0,3.0,0.33,261.0,487.0,0.54,0.54,78.0,118.0,0.66,193.0,305.0,498.0,28.0,33.0,241.0,79.0,179.0,603.0,1.0
2013,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",23.0,NBA,PF,80.0,80.0,2486.0,446.0,778.0,0.57,20.0,57.0,0.35,426.0,721.0,0.59,0.59,143.0,191.0,0.75,222.0,395.0,617.0,43.0,28.0,242.0,125.0,213.0,1055.0,0.0
2014,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",24.0,NBA,PF,81.0,81.0,2666.0,524.0,978.0,0.54,23.0,60.0,0.38,501.0,918.0,0.55,0.55,156.0,199.0,0.78,224.0,485.0,709.0,85.0,39.0,219.0,123.0,233.0,1227.0,0.0
2015,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",25.0,NBA,PF,64.0,64.0,2116.0,374.0,786.0,0.48,77.0,205.0,0.38,297.0,581.0,0.51,0.52,92.0,110.0,0.84,135.0,364.0,499.0,55.0,30.0,155.0,97.0,194.0,917.0,0.0
2016,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",26.0,NBA,PF,78.0,78.0,2500.0,416.0,869.0,0.48,60.0,184.0,0.33,356.0,685.0,0.52,0.51,91.0,121.0,0.75,141.0,392.0,533.0,66.0,38.0,148.0,108.0,211.0,983.0,0.0
2017,31,1376,TOT,Total After Trade,Serge Ibaka,"September 18, 1989",27.0,NBA,PF,79.0,79.0,2422.0,471.0,982.0,0.48,124.0,317.0,0.39,347.0,665.0,0.52,0.54,107.0,125.0,0.86,129.0,409.0,538.0,75.0,41.0,124.0,105.0,215.0,1173.0,0.0
2017,22,1376,ORL,Orlando Magic,Serge Ibaka,"September 18, 1989",27.0,NBA,PF,56.0,56.0,1710.0,343.0,703.0,0.49,83.0,214.0,0.39,260.0,489.0,0.53,0.55,77.0,91.0,0.85,100.0,282.0,382.0,60.0,34.0,91.0,66.0,139.0,846.0,0.0
2017,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",27.0,NBA,PF,23.0,23.0,712.0,128.0,279.0,0.46,41.0,103.0,0.4,87.0,176.0,0.49,0.53,30.0,34.0,0.88,29.0,127.0,156.0,15.0,7.0,33.0,39.0,76.0,327.0,0.0
2018,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",28.0,NBA,PF,76.0,76.0,2093.0,379.0,784.0,0.48,107.0,297.0,0.36,272.0,487.0,0.56,0.55,94.0,118.0,0.8,78.0,400.0,478.0,62.0,29.0,99.0,90.0,209.0,959.0,0.0
2019,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",29.0,NBA,C,74.0,51.0,2010.0,464.0,877.0,0.53,49.0,169.0,0.29,415.0,708.0,0.59,0.56,135.0,177.0,0.76,156.0,445.0,601.0,99.0,29.0,103.0,114.0,211.0,1112.0,0.0
2020,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",30.0,NBA,C,55.0,27.0,1485.0,343.0,670.0,0.51,70.0,182.0,0.38,273.0,488.0,0.56,0.56,89.0,124.0,0.72,114.0,338.0,452.0,77.0,28.0,46.0,109.0,153.0,845.0,0.0
2021,13,1376,LAC,Los Angeles Clippers,Serge Ibaka,"September 18, 1989",31.0,NBA,C,34.0,34.0,814.0,160.0,309.0,0.52,33.0,93.0,0.36,127.0,216.0,0.59,0.57,36.0,44.0,0.82,59.0,168.0,227.0,61.0,8.0,41.0,41.0,62.0,389.0,0.0
