Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2003,22.0,MIA,NBA,SF,78.0,2858.0,15.1,0.502,0.104,0.363,5.3,10.9,8.0,14.1,2.6,0.9,13.8,22.9,,1.6,3.6,5.1,0.086,,-0.4,1.0,0.5,1.8
2004,23.0,MIA,NBA,SF,68.0,2030.0,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2.0,0.5,11.4,18.5,,-0.2,2.4,2.1,0.05,,-2.9,0.1,-2.9,-0.4
2005,24.0,LAL,NBA,SF,77.0,2746.0,15.8,0.528,0.126,0.322,6.0,12.4,9.2,9.3,2.1,0.6,9.9,20.7,,4.1,1.2,5.3,0.093,,0.0,-0.7,-0.7,0.9
2006,25.0,WAS,NBA,SF,75.0,2708.0,17.0,0.535,0.11,0.306,4.8,15.6,10.0,12.1,2.4,0.5,12.4,23.2,,3.5,2.8,6.3,0.112,,0.4,0.1,0.6,1.7
2007,26.0,WAS,NBA,SF,63.0,2474.0,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,,3.4,1.9,5.3,0.103,,1.1,-0.2,0.9,1.8
2008,27.0,WAS,NBA,SF,58.0,2314.0,20.7,0.558,0.196,0.278,4.6,15.4,9.8,21.9,3.0,0.7,12.4,24.0,,4.8,2.4,7.2,0.15,,3.0,1.1,4.1,3.5
2009,28.0,WAS,NBA,SG,67.0,2585.0,18.8,0.552,0.194,0.371,5.2,13.8,9.4,19.7,2.2,0.6,14.3,25.9,,3.4,1.1,4.5,0.083,,2.0,-1.1,0.9,1.9
2010,29.0,TOT,NBA,"SF,SG",74.0,2783.0,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,,0.6,2.9,3.5,0.061,,-1.3,0.0,-1.3,0.5
2010,29.0,WAS,NBA,SF,47.0,1853.0,13.5,0.506,0.137,0.304,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22.0,,0.4,1.7,2.1,0.054,,-1.1,-0.2,-1.3,0.3
2010,29.0,DAL,NBA,SG,27.0,930.0,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,,0.2,1.2,1.4,0.075,,-1.6,0.3,-1.3,0.2
2011,30.0,DAL,NBA,SF,29.0,867.0,14.2,0.523,0.172,0.233,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,,0.2,1.0,1.2,0.067,,-0.8,0.0,-0.9,0.2
2012,31.0,LAC,NBA,SF,63.0,1871.0,11.7,0.501,0.365,0.152,2.8,12.0,7.3,6.8,1.5,0.4,9.3,20.4,,1.2,1.1,2.3,0.059,,-0.8,-1.2,-2.0,0.0
2013,32.0,LAC,NBA,SF,78.0,1879.0,12.4,0.535,0.458,0.125,2.6,11.4,7.1,6.5,1.4,0.5,8.7,20.2,,1.9,1.6,3.6,0.091,,-0.1,-1.2,-1.3,0.3
2014,33.0,TOT,NBA,SF,56.0,1419.0,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1.0,9.5,20.1,,0.6,1.2,1.8,0.062,,-0.6,-0.8,-1.4,0.2
2014,33.0,MIL,NBA,SF,34.0,821.0,12.4,0.494,0.415,0.158,2.2,20.5,11.0,11.9,1.5,1.1,12.1,23.7,,-0.2,0.5,0.2,0.014,,-1.2,-1.7,-2.9,-0.2
2014,33.0,OKC,NBA,SF,22.0,598.0,11.9,0.548,0.548,0.102,1.0,11.9,6.7,6.4,2.0,0.8,4.0,15.0,,0.9,0.7,1.6,0.127,,0.2,0.5,0.7,0.4
2015,34.0,DET,NBA,SF,78.0,1623.0,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,,1.3,1.0,2.4,0.07,,-1.9,0.1,-1.7,0.1
2016,35.0,SAC,NBA,SF,17.0,176.0,11.3,0.49,0.305,0.203,3.1,10.4,6.8,8.3,2.5,0.5,4.5,16.2,,0.1,0.1,0.3,0.071,,-2.5,0.6,-1.8,0.0
