Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2002,26,240,SAC,Sacramento Kings,23.0,NBA,PG,16.0,661.0,18.2,0.55,0.23,0.34,2.3,7.2,4.9,20.6,1.8,0.3,11.1,22.1,1.6,0.4,2.0,0.14,2.8,1.3,4.1,1.0
2003,26,240,SAC,Sacramento Kings,24.0,NBA,PG,12.0,404.0,14.5,0.51,0.29,0.25,2.2,6.2,4.2,22.4,1.8,0.9,10.7,18.2,0.6,0.1,0.7,0.08,1.0,0.1,1.0,0.3
2004,26,240,SAC,Sacramento Kings,25.0,NBA,PG,12.0,497.0,20.0,0.55,0.28,0.28,2.0,8.4,5.3,30.2,2.4,0.7,13.7,23.0,1.3,0.3,1.5,0.15,3.2,1.3,4.5,0.8
2005,26,240,SAC,Sacramento Kings,26.0,NBA,PG,5.0,200.0,16.2,0.47,0.25,0.29,2.8,11.3,6.7,26.6,1.9,0.8,11.1,25.9,0.1,-0.1,0.1,0.02,1.7,-1.8,0.0,0.1
2006,26,240,SAC,Sacramento Kings,27.0,NBA,PG,6.0,255.0,12.3,0.48,0.28,0.33,2.7,9.4,5.7,20.8,1.9,0.0,14.6,22.7,0.0,-0.1,-0.1,-0.02,0.7,-2.2,-1.5,0.0
2008,1,240,ATL,Atlanta Hawks,29.0,NBA,PG,7.0,252.0,7.8,0.46,0.37,0.49,1.5,9.1,5.4,16.7,0.9,0.6,14.1,17.4,-0.1,-0.1,-0.2,-0.04,-2.1,-2.9,-5.0,-0.2
2009,1,240,ATL,Atlanta Hawks,30.0,NBA,PG,11.0,390.0,15.2,0.63,0.45,0.21,1.8,11.0,6.0,23.5,1.5,0.5,17.2,17.9,0.7,0.2,0.8,0.1,2.0,0.4,2.3,0.4
2010,1,240,ATL,Atlanta Hawks,31.0,NBA,PG,11.0,292.0,12.1,0.55,0.42,0.12,1.9,10.2,5.7,16.5,1.7,0.0,12.4,15.7,0.3,0.1,0.4,0.07,-0.4,0.0,-0.4,0.1
2011,16,240,MIA,Miami Heat,32.0,NBA,PG,20.0,415.0,3.6,0.37,0.69,0.04,1.5,8.8,5.3,9.1,1.5,1.2,14.8,13.5,-0.6,0.4,-0.2,-0.03,-4.0,-0.6,-4.6,-0.3
2012,20,240,NYK,New York Knicks,33.0,NBA,PG,5.0,118.0,11.7,0.56,0.74,0.13,3.0,19.4,10.8,19.6,0.5,0.0,14.1,11.4,0.2,0.0,0.2,0.08,1.7,1.5,3.2,0.2
