Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",19.0,NBA,PF,66.0,14.0,973.0,5.1,13.4,0.38,2.0,5.5,0.36,3.1,8.0,0.4,2.6,3.3,0.79,2.1,4.8,7.0,1.8,1.0,0.6,1.9,5.4,14.9
2010,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",22.0,NBA,PF,81.0,31.0,1898.0,6.1,13.8,0.44,1.5,4.6,0.34,4.6,9.3,0.5,2.1,3.0,0.72,3.0,6.8,9.8,1.6,1.0,0.4,1.3,4.8,15.9
2011,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",23.0,NBA,PF,60.0,34.0,1505.0,5.3,12.1,0.44,0.9,2.9,0.3,4.4,9.2,0.48,2.2,2.5,0.89,2.5,6.2,8.7,1.3,1.2,0.6,1.5,3.8,13.7
2012,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",24.0,NBA,PF,60.0,41.0,1655.0,6.4,13.0,0.49,1.1,2.4,0.46,5.3,10.5,0.5,3.1,4.0,0.78,4.3,7.2,11.5,1.5,0.9,1.0,1.7,2.9,17.0
2013,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",25.0,NBA,PF,73.0,54.0,2012.0,6.6,14.4,0.46,1.7,3.8,0.44,4.9,10.5,0.47,2.2,2.8,0.8,2.8,6.5,9.3,2.1,1.2,0.6,1.3,3.3,17.2
2014,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",26.0,NBA,PF,55.0,47.0,1478.0,5.8,14.1,0.41,0.9,3.2,0.28,4.9,10.9,0.45,2.6,3.2,0.82,2.6,5.7,8.3,1.8,1.1,0.2,1.5,3.3,15.1
2015,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",27.0,NBA,PF,58.0,36.0,1319.0,7.2,15.2,0.47,2.0,5.2,0.39,5.2,10.0,0.52,1.9,2.9,0.64,2.2,5.4,7.6,1.5,1.0,0.5,1.2,4.1,18.3
2016,31,1381,TOT,Total After Trade,Ersan Ilyasova,"May 15, 1987",28.0,NBA,PF,74.0,56.0,1881.0,5.4,12.7,0.42,1.8,5.0,0.37,3.5,7.7,0.46,2.1,2.9,0.72,2.8,5.0,7.7,1.3,1.0,0.6,1.4,3.3,14.7
2016,9,1381,DET,Detroit Pistons,Ersan Ilyasova,"May 15, 1987",28.0,NBA,PF,52.0,52.0,1434.0,5.4,12.8,0.42,2.0,5.4,0.36,3.5,7.4,0.47,2.0,2.7,0.72,2.5,4.6,7.1,1.4,1.0,0.7,1.5,3.0,14.8
2016,22,1381,ORL,Orlando Magic,Ersan Ilyasova,"May 15, 1987",28.0,NBA,PF,22.0,4.0,447.0,5.2,12.3,0.42,1.4,3.5,0.41,3.7,8.8,0.42,2.6,3.6,0.71,3.6,6.1,9.7,1.0,1.1,0.5,1.0,4.1,14.3
2017,31,1381,TOT,Total After Trade,Ersan Ilyasova,"May 15, 1987",29.0,NBA,PF,82.0,52.0,2142.0,6.5,15.0,0.43,2.4,6.8,0.35,4.1,8.2,0.5,2.7,3.5,0.78,1.9,6.2,8.1,2.4,1.0,0.4,1.9,3.5,18.0
2017,21,1381,OKC,Oklahoma City Thunder,Ersan Ilyasova,"May 15, 1987",29.0,NBA,PF,3.0,0.0,62.0,3.5,9.3,0.38,1.7,7.0,0.25,1.7,2.3,0.75,0.0,0.0,,1.2,8.1,9.3,0.6,1.7,0.6,2.3,2.9,8.7
2017,23,1381,PHI,Philadelphia 76Ers,Ersan Ilyasova,"May 15, 1987",29.0,NBA,PF,53.0,40.0,1447.0,7.1,16.1,0.44,2.7,7.4,0.36,4.4,8.7,0.51,2.7,3.5,0.77,1.8,6.0,7.8,2.4,0.8,0.3,1.9,3.3,19.6
2017,1,1381,ATL,Atlanta Hawks,Ersan Ilyasova,"May 15, 1987",29.0,NBA,PF,26.0,12.0,633.0,5.3,12.9,0.41,1.8,5.2,0.35,3.5,7.6,0.46,3.0,3.7,0.8,2.4,6.2,8.6,2.4,1.3,0.5,1.9,4.2,15.4
2018,31,1381,TOT,Total After Trade,Ersan Ilyasova,"May 15, 1987",30.0,NBA,PF,69.0,43.0,1729.0,5.8,12.8,0.45,1.9,5.3,0.36,3.9,7.5,0.52,2.2,2.8,0.78,2.5,6.0,8.4,1.9,1.3,0.5,1.5,3.3,15.6
2018,1,1381,ATL,Atlanta Hawks,Ersan Ilyasova,"May 15, 1987",30.0,NBA,PF,46.0,40.0,1175.0,5.6,12.3,0.46,1.9,5.2,0.36,3.8,7.1,0.53,2.2,2.8,0.8,2.3,5.4,7.7,1.6,1.3,0.5,1.3,2.8,15.3
2018,23,1381,PHI,Philadelphia 76Ers,Ersan Ilyasova,"May 15, 1987",30.0,NBA,PF,23.0,3.0,554.0,6.0,13.8,0.44,1.9,5.4,0.36,4.1,8.4,0.49,2.1,2.9,0.73,2.9,7.1,10.0,2.5,1.1,0.6,1.9,4.2,16.2
2019,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",31.0,NBA,PF,67.0,7.0,1231.0,4.9,11.1,0.44,1.7,4.7,0.36,3.2,6.5,0.49,1.8,2.2,0.82,2.7,6.1,8.8,1.5,0.9,0.6,1.4,5.0,13.2
2020,17,1381,MIL,Milwaukee Bucks,Ersan Ilyasova,"May 15, 1987",32.0,NBA,PF,63.0,8.0,986.0,5.3,11.4,0.47,1.8,5.0,0.36,3.5,6.4,0.55,2.6,3.2,0.83,2.3,8.8,11.0,1.8,0.9,0.6,1.2,3.5,15.1
