Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1997,11,1201,HOU,Houston Rockets,Othella Harrington,1974-01-31,23.0,NBA,PF,57.0,1.0,860.0,6.8,12.4,0.55,0.0,0.2,0.0,6.8,12.2,0.56,3.0,4.9,0.6,4.6,7.5,12.1,1.1,0.7,1.3,3.5,6.8,16.6,103.0,105.0
1998,11,1201,HOU,Houston Rockets,Othella Harrington,1974-01-31,24.0,NBA,PF,58.0,3.0,903.0,7.5,15.5,0.48,0.0,0.1,0.0,7.5,15.5,0.49,5.4,7.1,0.75,4.3,7.8,12.1,1.4,0.6,1.6,2.7,6.5,20.4,109.0,109.0
1999,11,1201,HOU,Houston Rockets,Othella Harrington,1974-01-31,25.0,NBA,PF,41.0,10.0,903.0,9.3,18.2,0.51,0.0,0.0,,9.3,18.2,0.51,5.3,7.3,0.72,4.3,10.4,14.7,0.9,0.4,1.5,3.7,6.2,23.9,105.0,103.0
2000,15,1201,VAN,Vancouver Grizzlies,Othella Harrington,1974-01-31,26.0,NBA,PF,82.0,82.0,2677.0,8.3,16.4,0.51,0.0,0.0,0.0,8.3,16.3,0.51,4.7,5.9,0.79,3.9,7.2,11.1,1.9,0.7,1.1,4.3,5.7,21.2,102.0,109.0
2001,31,1201,TOT,Total After Trade,Othella Harrington,1974-01-31,27.0,NBA,C,74.0,45.0,1815.0,7.2,14.9,0.49,0.0,0.1,0.0,7.2,14.8,0.49,5.0,6.6,0.76,4.1,7.3,11.4,1.6,1.0,1.3,4.3,7.0,19.5,98.0,104.0
2001,15,1201,VAN,Vancouver Grizzlies,Othella Harrington,1974-01-31,27.0,NBA,C,44.0,40.0,1267.0,7.4,16.0,0.47,0.0,0.1,0.0,7.4,15.8,0.47,5.0,6.4,0.78,4.2,7.7,11.9,1.5,0.8,1.1,4.3,5.6,19.8,96.0,106.0
2001,20,1201,NYK,New York Knicks,Othella Harrington,1974-01-31,27.0,NBA,C,30.0,5.0,548.0,6.8,12.2,0.55,0.0,0.0,,6.8,12.2,0.55,5.2,7.1,0.73,3.7,6.3,10.0,2.0,1.5,1.9,4.1,10.2,18.7,106.0,98.0
2002,20,1201,NYK,New York Knicks,Othella Harrington,1974-01-31,28.0,NBA,PF,77.0,4.0,1563.0,8.1,15.4,0.53,0.0,0.1,0.0,8.1,15.3,0.53,4.2,5.9,0.71,4.3,7.7,11.9,1.3,1.0,1.2,3.3,8.6,20.4,105.0,106.0
2003,20,1201,NYK,New York Knicks,Othella Harrington,1974-01-31,29.0,NBA,PF,74.0,64.0,1850.0,6.4,12.7,0.51,0.0,0.0,,6.4,12.7,0.51,3.5,4.3,0.82,4.7,8.9,13.6,1.8,0.3,0.7,2.6,6.6,16.4,110.0,107.0
2004,20,1201,NYK,New York Knicks,Othella Harrington,1974-01-31,30.0,NBA,PF,56.0,3.0,872.0,6.1,12.4,0.5,0.0,0.0,,6.1,12.4,0.5,3.6,4.8,0.74,3.6,7.3,10.9,1.8,0.7,0.9,4.0,8.2,15.9,97.0,105.0
2005,5,1201,CHI,Chicago Bulls,Othella Harrington,1974-01-31,31.0,NBA,PF,70.0,28.0,1271.0,8.9,17.3,0.51,0.0,0.0,,8.9,17.3,0.51,5.2,7.2,0.72,4.3,7.6,11.9,2.3,1.0,0.7,3.4,7.7,22.9,107.0,101.0
2006,5,1201,CHI,Chicago Bulls,Othella Harrington,1974-01-31,32.0,NBA,C,72.0,23.0,824.0,8.5,17.1,0.5,0.0,0.0,,8.5,17.1,0.5,4.8,7.7,0.63,3.4,6.3,9.7,2.4,0.4,0.8,3.8,8.2,21.7,99.0,106.0
2007,4,1201,CHA,Charlotte Bobcats,Othella Harrington,1974-01-31,33.0,NBA,PF,26.0,0.0,220.0,5.9,13.3,0.45,0.0,0.0,,5.9,13.3,0.45,4.0,5.2,0.77,3.1,5.9,9.0,1.4,0.2,0.2,3.6,11.6,15.9,94.0,111.0
2008,4,1201,CHA,Charlotte Bobcats,Othella Harrington,1974-01-31,34.0,NBA,C,22.0,0.0,166.0,5.7,13.2,0.43,0.0,0.0,,5.7,13.2,0.43,3.1,5.0,0.62,3.5,9.8,13.2,1.3,0.3,1.3,3.5,10.7,14.5,89.0,109.0
